teryt;exteryt;bb;center
200501;1;52.702160,23.529024 52.761816,23.623592;52.731988,23.576308
200307;2;52.674542,22.611474 52.758694,22.803951;52.716618,22.7077125
200103;2;53.639620,22.696802 53.842272,22.943238;53.740946,22.82002
200502;2;52.606522,23.716413 52.789200,23.938908;52.697861,23.8276605
200305;2;52.640842,22.664262 52.858889,23.006648;52.7498655,22.835455
200101;1;53.805099,22.866640 53.884927,23.153197;53.845013,23.0099185
200505;2;52.564594,23.355376 52.715987,23.622192;52.6402905,23.488784
200304;2;52.565896,22.881215 52.717331,23.224617;52.6416135,23.052916
200102;2;53.726634,22.746095 53.952790,23.152172;53.839712,22.9491335
200504;2;52.685078,23.325850 52.888158,23.533810;52.786618,23.42983
200306;2;52.588418,23.175527 52.755797,23.402482;52.6721075,23.2890045
200104;3;53.691558,23.292985 53.829502,23.588702;53.76053,23.4408435
200506;2;52.602313,23.414170 52.845011,23.718903;52.723662,23.5665365
200308;2;52.749899,22.791908 52.926652,23.126295;52.8382755,22.9591015
200107;2;53.570064,22.869788 53.856149,23.352403;53.7131065,23.1110955
200509;2;52.753009,23.592244 52.946626,23.939565;52.8498175,23.7659045
200406;2;53.429269,22.230944 53.561777,22.475141;53.495523,22.3530425
200106;2;53.773041,23.063453 53.959472,23.553631;53.8662565,23.308542
200507;3;52.531342,23.174813 52.659185,23.505734;52.5952635,23.3402735
200402;2;53.465148,22.322677 53.698960,22.738192;53.582054,22.5304345
200201;3;53.071230,22.802836 53.217211,23.116345;53.1442205,22.9595905
200508;2;52.825859,23.330155 52.990209,23.665522;52.908034,23.4978385
200401;1;53.615248,22.405148 53.665119,22.496710;53.6401835,22.450929
200603;2;53.300470,21.758720 53.535720,22.111749;53.418095,21.9352345
200404;3;53.597182,22.472510 53.761589,22.844098;53.6793855,22.658304
200601;1;53.366348,21.880391 53.437320,21.991886;53.401834,21.9361385
200602;2;53.412312,22.059099 53.544540,22.279779;53.478426,22.169439
220204;3;53.678803,17.654581 53.931189,18.139935;53.804996,17.897258
220801;1;54.512132,17.709750 54.559037,17.805627;54.5355845,17.7576885
220205;2;53.785712,17.297936 53.940312,17.480989;53.863012,17.3894625
220803;2;54.354158,17.597815 54.520051,17.886816;54.4371045,17.7423155
220302;3;53.541915,16.873685 53.735637,17.204696;53.638776,17.0391905
220805;2;54.634996,17.416746 54.777265,17.788499;54.7061305,17.6026225
220301;1;53.644029,17.321158 53.685563,17.414815;53.664796,17.3679865
220505;2;54.186879,18.103126 54.304207,18.328024;54.245543,18.215575
220304;3;53.490964,16.991360 53.634064,17.422804;53.562514,17.207082
220501;2;54.246709,17.969353 54.376205,18.140094;54.311457,18.0547235
220303;2;53.564683,17.123523 53.791893,17.521076;53.678288,17.3222995
220503;2;54.342246,18.170689 54.443773,18.363800;54.3930095,18.2672445
220306;2;53.715971,17.070488 53.942726,17.382668;53.8293485,17.226578
220305;2;53.814262,16.977629 54.011349,17.241209;53.9128055,17.109419
220307;2;53.673734,16.857653 53.884190,17.216715;53.778962,17.037184
220109;2;54.086230,16.916492 54.318846,17.216261;54.202538,17.0663765
220103;2;54.245595,17.420341 54.442596,17.750129;54.3440955,17.585235
220101;2;54.143383,17.256393 54.269113,17.459568;54.206248,17.3579805
220102;3;54.055598,17.358815 54.260582,17.619545;54.15809,17.48918
220105;2;53.871127,17.176730 54.083191,17.559143;53.977159,17.3679365
220104;2;54.080058,17.157962 54.314430,17.358342;54.197244,17.258152
220107;2;54.120728,17.577078 54.301413,17.800194;54.2110705,17.688636
220106;3;53.905094,16.782767 54.166033,17.223692;54.0355635,17.0032295
220108;2;53.983187,17.465458 54.196893,17.737526;54.09004,17.601492
226401;1;54.419733,18.504485 54.464005,18.591159;54.441869,18.547822
221501;1;54.586628,18.256743 54.655385,18.412583;54.6210065,18.334663
221505;2;54.611214,17.866961 54.797070,18.125382;54.704142,17.9961715
221503;1;54.578070,18.162644 54.633900,18.304642;54.605985,18.233643
221502;1;54.531998,18.338665 54.606407,18.431164;54.5692025,18.3849145
221504;2;54.664892,17.666642 54.824570,17.974955;54.744731,17.8207985
221507;2;54.480107,17.998676 54.642417,18.195754;54.561262,18.097215
221207;2;54.368241,17.291261 54.553038,17.619265;54.4606395,17.455263
221506;2;54.409955,17.845792 54.501476,18.125864;54.4557155,17.985828
221203;2;54.243792,17.082117 54.434602,17.462415;54.339197,17.272266
221508;2;54.484872,17.778331 54.691244,18.087624;54.588058,17.9329775
221202;2;54.423022,17.137735 54.570789,17.429487;54.4969055,17.283611
221510;2;54.489964,18.071421 54.699681,18.405032;54.5948225,18.2382265
221604;2;53.881735,19.066612 54.023818,19.278108;53.9527765,19.17236
221204;2;54.533340,17.131582 54.715181,17.618157;54.6242605,17.3748695
221306;2;53.736897,18.239165 53.906736,18.495428;53.8218165,18.3672965
221602;2;53.805566,19.076154 53.893284,19.332425;53.849425,19.2042895
221205;3;54.084545,16.711381 54.319037,17.033032;54.201791,16.8722065
221305;2;53.830168,18.071730 53.961998,18.286271;53.896083,18.1790005
221601;3;53.863122,19.210825 54.027442,19.410733;53.945282,19.310779
221206;2;54.291205,16.807789 54.458960,17.122152;54.3750825,16.9649705
221603;2;53.775107,19.307077 53.948311,19.582075;53.861709,19.444576
221209;2;54.584271,17.059164 54.760091,17.531210;54.672181,17.295187
221307;2;53.734572,18.071681 53.841743,18.382006;53.7881575,18.2268435
221605;3;53.845102,18.858348 54.005691,19.139099;53.9253965,18.9987235
221208;2;54.391851,16.791935 54.588291,17.217789;54.490071,17.004862
221309;3;53.992736,18.278068 54.143191,18.590810;54.0679635,18.434439
226101;1;54.274974,18.429617 54.447218,18.950242;54.361096,18.6899295
221210;2;54.484600,16.699087 54.679745,17.137952;54.5821725,16.9185195
221312;2;53.893275,18.389251 54.093023,18.679838;53.993149,18.5345445
226301;1;54.422783,16.951207 54.498406,17.105086;54.4605945,17.0281465
221311;2;53.674896,18.509279 53.775404,18.734718;53.72515,18.6219985
221313;2;53.866726,18.237283 54.022753,18.440553;53.9447395,18.338918
221304;2;53.824602,18.449601 53.919757,18.625333;53.8721795,18.537467
221402;3;53.683762,18.684178 53.927885,18.888755;53.8058235,18.7864665
221302;1;53.782495,18.496124 53.806221,18.536187;53.794358,18.5161555
220906;2;53.943077,18.811879 54.086586,18.971225;54.0148315,18.891552
221401;1;54.060772,18.742642 54.120661,18.820579;54.0907165,18.7816105
221301;3;53.824046,18.063505 53.871365,18.211100;53.8477055,18.1373025
220904;2;53.988106,18.943786 54.111146,19.142360;54.049626,19.043073
221404;3;53.865482,18.602631 53.984509,18.872258;53.9249955,18.7374445
221303;1;53.934226,18.481317 53.996615,18.571825;53.9654205,18.526571
220908;2;54.010079,19.085540 54.115571,19.282213;54.062825,19.1838765
221403;2;53.768966,18.587492 53.888370,18.750260;53.828668,18.668876
221310;2;53.743938,18.421691 53.866739,18.636697;53.8053385,18.529194
220907;3;54.083414,18.913809 54.183082,19.221444;54.133248,19.0676265
221406;2;54.016518,18.549930 54.154104,18.830218;54.085311,18.690074
221308;2;53.655110,18.254198 53.789964,18.631034;53.722537,18.442616
221001;1;54.320121,19.331370 54.458280,19.648736;54.3892005,19.490053
221405;2;53.957757,18.653637 54.045602,18.872258;54.0016795,18.7629475
221003;2;54.152232,18.836580 54.252746,19.048510;54.202489,18.942545
221509;2;54.408196,18.094798 54.535165,18.418064;54.4716805,18.256431
221002;3;54.116121,18.950661 54.276630,19.326268;54.1963755,19.1384645
221005;2;54.265778,19.138226 54.366706,19.414998;54.316242,19.276612
221004;2;54.225527,18.933481 54.360789,19.212470;54.293158,19.0729755
221101;1;54.592809,18.720334 54.679666,18.828895;54.6362375,18.7746145
221105;2;54.557381,18.409507 54.637881,18.541725;54.597631,18.475616
220502;3;54.254895,17.919133 54.434455,18.315100;54.344675,18.1171165
221103;1;54.700694,18.376636 54.727728,18.433776;54.714211,18.405206
220504;2;54.282017,17.708094 54.419676,18.013683;54.3508465,17.8608885
221102;3;54.674692,18.524985 54.754790,18.731911;54.714741,18.628448
220507;2;54.174861,17.679991 54.312729,17.904417;54.243795,17.792204
221104;3;54.752226,18.195013 54.835789,18.528480;54.7940075,18.3617465
220506;2;54.174133,17.823214 54.298232,18.155899;54.2361825,17.9895565
221107;2;54.610947,18.163495 54.819483,18.475313;54.715215,18.319404
220508;3;54.262316,18.266737 54.479599,18.492445;54.3709575,18.379591
221106;2;54.691595,17.911574 54.834049,18.297176;54.762822,18.104375
220602;2;53.953611,17.646301 54.070481,17.925125;54.012046,17.785713
221201;1;54.554404,16.823119 54.592045,16.897257;54.5732245,16.860188
220601;1;54.098124,17.943261 54.143438,18.025991;54.120781,17.984626
220606;2;54.039893,17.662393 54.179573,17.879017;54.109733,17.770705
220604;2;53.992487,17.795589 54.203502,18.138490;54.0979945,17.9670395
220603;2;53.835272,17.796768 53.997914,18.030666;53.916593,17.913717
220605;2;54.019291,18.126537 54.132215,18.361261;54.075753,18.243899
220701;1;53.684791,18.901515 53.756126,18.989053;53.7204585,18.945284
220608;2;53.901725,17.988174 54.057551,18.349536;53.979638,18.168855
220703;2;53.689251,18.799950 53.849377,19.158844;53.769314,18.979397
220607;2;54.070573,18.090270 54.198953,18.333040;54.134763,18.211655
220702;2;53.577776,18.873988 53.712461,19.202902;53.6451185,19.038445
220903;2;54.049251,18.805949 54.166400,18.992944;54.1078255,18.8994465
220705;2;53.782724,18.843651 53.916214,19.099957;53.849469,18.971804
220901;1;54.005365,18.996274 54.051649,19.092428;54.028507,19.044351
220704;3;53.634981,19.079450 53.841541,19.322978;53.738261,19.201214
220706;2;53.598919,18.739011 53.708057,18.948209;53.653488,18.84361
220408;2;54.103316,18.361241 54.221624,18.636112;54.16247,18.4986765
220404;2;54.191881,18.469835 54.346535,18.868651;54.269208,18.669243
220402;2;54.192925,18.734110 54.317712,18.948108;54.2553185,18.841109
220401;1;54.235772,18.610196 54.279786,18.680402;54.257779,18.645299
220403;2;54.213326,18.388021 54.336522,18.588471;54.274924,18.488246
220406;2;54.132974,18.621059 54.226716,18.738820;54.179845,18.6799395
220405;2;54.137023,18.215348 54.277406,18.452990;54.2072145,18.334169
220110;2;54.038649,17.193138 54.177148,17.398418;54.1078985,17.295778
220407;2;54.141573,18.703820 54.267682,18.882720;54.2046275,18.79327
220201;1;53.676118,17.509189 53.723822,17.611191;53.69997,17.56019
220804;2;54.468763,17.538287 54.678147,17.847191;54.573455,17.692739
220202;3;53.780996,17.491311 54.031337,17.878381;53.9061665,17.684846
220802;1;54.737335,17.491282 54.783241,17.672537;54.760288,17.5819095
220203;2;53.571152,17.413048 53.921677,17.775425;53.7464145,17.5942365
241308;2;50.463139,18.621504 50.595526,18.841235;50.5293325,18.7313695
241403;1;50.091920,19.074581 50.165017,19.172492;50.1284685,19.1235365
241609;2;50.509947,19.370613 50.625912,19.558421;50.5679295,19.464517
241704;2;49.531083,19.213956 49.694926,19.480765;49.6130045,19.3473605
241702;2;49.726045,19.127505 49.828882,19.261664;49.7774635,19.1945845
241603;2;50.562408,19.594577 50.694921,19.749360;50.6286645,19.6719685
241601;1;50.453671,19.269918 50.524724,19.392276;50.4891975,19.331097
241715;2;49.526210,19.069875 49.629231,19.241894;49.5777205,19.1558845
241607;3;50.404521,19.593947 50.556222,19.791918;50.4803715,19.6929325
241710;2;49.582451,19.017074 49.665625,19.257288;49.624038,19.137181
241714;2;49.402621,19.064042 49.536721,19.261821;49.469671,19.1629315
241610;2;50.434482,19.736468 50.559287,19.974001;50.4968845,19.8552345
241712;2;49.694205,19.333310 49.775265,19.446033;49.734735,19.3896715
241602;1;50.456988,19.359326 50.554469,19.581205;50.5057285,19.4702655
241604;2;50.503244,19.510661 50.624715,19.736306;50.5639795,19.6234835
241608;3;50.552148,19.713211 50.729075,19.922185;50.6406115,19.817698
241703;2;49.682557,19.247851 49.742661,19.354772;49.712609,19.3013115
241708;2;49.683608,19.109371 49.768204,19.193945;49.725906,19.151658
241706;2;49.628158,19.001091 49.707118,19.159048;49.667638,19.0800695
241709;2;49.506870,18.967350 49.628158,19.180963;49.567514,19.0741565
241711;2;49.393978,18.946579 49.537726,19.168355;49.465852,19.057467
241713;2;49.625258,19.205175 49.697121,19.367902;49.6611895,19.2865385
241606;3;50.404416,19.442330 50.511350,19.646123;50.457883,19.5442265
241701;1;49.649874,19.151815 49.763121,19.267996;49.7064975,19.2099055
241705;2;49.616254,19.380151 49.680528,19.479246;49.648391,19.4296985
241707;2;49.709530,19.241453 49.780108,19.369169;49.744819,19.305311
246401;1;50.734728,19.011254 50.884545,19.233184;50.8096365,19.122219
246601;1;50.227204,18.542992 50.375096,18.756239;50.30115,18.6496155
247101;1;50.330651,18.914542 50.421007,19.041529;50.375829,18.9780355
246901;1;50.131004,18.891874 50.297572,19.124424;50.214288,19.008149
240301;1;49.718599,18.597076 49.792964,18.705735;49.7557815,18.6514055
246801;1;50.116934,19.160833 50.261784,19.441968;50.189359,19.3014005
240309;2;49.514423,18.831709 49.607483,18.986893;49.560953,18.909301
247001;1;50.152375,19.067431 50.266861,19.241774;50.209618,19.1546025
240305;2;49.854334,18.772451 49.921088,18.890974;49.887711,18.8317125
247301;1;50.035408,18.441684 50.185671,18.656840;50.1105395,18.549262
240303;1;49.585337,18.804589 49.686277,19.017074;49.635807,18.9108315
240302;1;49.661670,18.760358 49.775556,18.902390;49.718613,18.831374
247201;1;50.208422,18.792363 50.331703,18.956149;50.2700625,18.874256
240304;2;49.652388,18.808904 49.798246,18.997370;49.725317,18.903137
247401;1;50.274838,18.985305 50.349816,19.061256;50.312327,19.0232805
240307;2;49.676425,18.632162 49.781659,18.791650;49.729042,18.711906
247601;1;50.270756,18.883560 50.324956,18.936971;50.297856,18.9102655
240306;2;49.744789,18.668648 49.850424,18.773138;49.7976065,18.720893
247701;1;50.077167,18.925622 50.175833,19.091515;50.1265,19.0085685
240308;2;49.770104,18.582066 49.850897,18.708592;49.8105005,18.645329
247801;1;50.245987,18.730736 50.382195,18.862340;50.314091,18.796538
240310;3;49.750969,18.718873 49.865111,18.855818;49.80804,18.7873455
240311;3;49.840933,18.655687 49.938140,18.802748;49.8895365,18.7292175
240312;2;49.817084,18.565670 49.910416,18.667602;49.86375,18.616636
240202;2;49.868070,19.014291 49.956434,19.113113;49.912252,19.063702
240201;1;49.652801,18.954534 49.739977,19.061638;49.696389,19.008086
240203;2;49.703606,19.045218 49.745873,19.129058;49.7247395,19.087138
246701;1;49.896575,18.514400 50.024683,18.686582;49.960629,18.600491
240404;2;50.635152,19.074321 50.708633,19.222993;50.6718925,19.148657
240402;2;50.793011,19.416101 50.908217,19.661569;50.850614,19.538835
240401;3;50.757959,18.848292 50.835744,19.034735;50.7968515,18.9415135
240403;2;50.662921,19.346216 50.802084,19.591752;50.7325025,19.468984
240405;2;50.838210,19.260588 50.975165,19.510432;50.9066875,19.38551
240408;2;50.946266,19.202432 51.047717,19.410723;50.9969915,19.3065775
240407;2;50.662729,18.913007 50.772249,19.074171;50.717489,18.993589
240409;2;50.637013,19.523727 50.776666,19.785962;50.7068395,19.6548445
247501;1;50.225522,19.071312 50.316944,19.317924;50.271233,19.194618
240412;2;50.680392,19.182179 50.790733,19.372717;50.7355625,19.277448
240602;3;50.915939,18.612386 51.019793,18.790226;50.967866,18.701306
240411;2;50.854570,19.060167 51.010850,19.301176;50.93271,19.1806715
240604;2;50.936118,18.873634 51.035534,19.127733;50.985826,19.0006835
240413;2;50.690961,19.048384 50.758368,19.223021;50.7246645,19.1357025
240416;2;50.634640,18.998265 50.691668,19.099807;50.663154,19.049036
246101;1;49.736796,18.945434 49.887440,19.132134;49.812118,19.038784
240415;2;50.843005,19.175249 50.918331,19.284054;50.880668,19.2296515
246201;1;50.316708,18.788584 50.413355,18.964021;50.3650315,18.8763025
240603;2;50.982926,18.671961 51.076444,18.894966;51.029685,18.7834635
246501;1;50.291589,19.155714 50.448019,19.487647;50.369804,19.3216805
240608;2;50.785247,18.615201 50.928977,18.787749;50.857112,18.701475
240204;3;49.862089,18.881437 49.946055,19.041959;49.904072,18.961698
240205;2;49.772453,18.826857 49.889932,19.014033;49.8311925,18.920445
240208;2;49.775650,19.175320 49.871614,19.316784;49.823632,19.246052
240207;2;49.790426,19.099730 49.868042,19.179345;49.829234,19.1395375
240210;2;49.730895,18.993586 49.800163,19.153408;49.765529,19.073497
240209;3;49.863216,19.073166 49.958756,19.196778;49.910986,19.134972
240601;3;50.844027,18.853703 50.969666,19.111563;50.9068465,18.982633
240103;1;50.347442,18.984855 50.384463,19.078190;50.3659525,19.0315225
240101;1;50.301294,19.058420 50.370318,19.189572;50.335806,19.123996
240102;1;50.294344,19.045113 50.344041,19.119551;50.3191925,19.082332
240508;2;50.435600,18.429906 50.552713,18.665249;50.4941565,18.5475775
240708;3;50.493283,18.931312 50.668341,19.109318;50.580812,19.020315
240104;2;50.368395,18.957606 50.456500,19.103989;50.4124475,19.0307975
240706;2;50.542130,18.714883 50.692871,18.952263;50.6175005,18.833573
240106;2;50.350430,19.054353 50.422760,19.189477;50.386595,19.121915
240503;2;50.193428,18.693320 50.272622,18.804405;50.233025,18.7488625
240107;3;50.384253,19.113661 50.536363,19.306843;50.460308,19.210252
240707;2;50.599573,18.478285 50.736903,18.666074;50.668238,18.5721795
240108;1;50.257642,19.280837 50.325928,19.414298;50.291785,19.3475675
240607;2;50.970345,18.817132 51.099430,19.056665;51.0348875,18.9368985
240609;2;50.766169,18.755271 50.904475,19.042429;50.835322,18.89885
240705;2;50.675072,18.629086 50.772399,18.834406;50.7237355,18.731746
240505;2;50.299559,18.357780 50.446105,18.603468;50.372832,18.480624
240501;1;50.173926,18.612316 50.240525,18.713598;50.2072255,18.662957
240801;1;50.119102,18.811669 50.167890,18.893745;50.143496,18.852707
240802;1;50.143747,18.775673 50.248409,18.948146;50.196078,18.8619095
240805;2;50.081915,18.831003 50.151918,18.955852;50.1169165,18.8934275
240502;1;50.361895,18.543365 50.421297,18.658546;50.391596,18.6009555
240702;2;50.640536,18.855253 50.719679,18.987687;50.6801075,18.92147
240701;1;50.585909,18.620084 50.700579,18.797230;50.643244,18.708657
246301;1;50.239129,18.918970 50.337785,19.006697;50.288457,18.9628335
240803;1;50.053872,18.721978 50.162517,18.867230;50.1081945,18.794604
240507;3;50.385070,18.379609 50.499462,18.635324;50.442266,18.5074665
240704;2;50.682107,18.730807 50.797527,18.936295;50.739817,18.833551
240703;2;50.707180,18.503632 50.854000,18.764822;50.78059,18.634227
240804;2;50.157060,18.719901 50.207298,18.783035;50.182179,18.751468
240606;2;50.834055,18.689750 50.937890,18.817919;50.8859725,18.7538345
240605;2;50.895895,18.741246 50.997222,18.918019;50.9465585,18.8296325
241006;2;49.975664,18.749183 50.068567,18.898621;50.0221155,18.823902
241101;1;50.044275,18.141041 50.136961,18.302496;50.090618,18.2217685
241202;2;50.070921,18.380283 50.121768,18.464483;50.0963445,18.422383
241105;3;50.154934,18.235204 50.258235,18.503242;50.2065845,18.369223
241108;2;50.111342,18.057984 50.197642,18.260029;50.154492,18.1590065
241005;3;49.921487,18.742991 50.062860,19.060595;49.9921735,18.901793
241107;2;50.044892,18.035065 50.167079,18.166453;50.1059855,18.100759
241203;2;50.082708,18.451668 50.121632,18.493651;50.10217,18.4726595
241104;2;49.915678,18.174066 50.052162,18.351732;49.98392,18.262899
241201;3;50.065767,18.551955 50.201911,18.752786;50.133839,18.6523705
241205;2;49.996529,18.523195 50.061203,18.615632;50.028866,18.5694135
241102;2;50.048821,18.269928 50.103760,18.381178;50.0762905,18.325553
241103;3;49.982371,18.065992 50.074800,18.191714;50.0285855,18.128853
240902;3;50.507910,19.073360 50.650593,19.297453;50.5792515,19.1854065
241204;2;50.073748,18.283109 50.155957,18.467919;50.1148525,18.375514
241309;2;50.328019,18.613971 50.487565,18.812031;50.407792,18.713001
240901;1;50.506608,19.262759 50.622731,19.391311;50.5646695,19.327035
241003;2;49.950935,19.017203 50.039424,19.146095;49.9951795,19.081649
241106;2;50.115678,18.229917 50.192500,18.409793;50.154089,18.319855
240904;2;50.602850,19.162835 50.704415,19.306279;50.6536325,19.234557
240905;3;50.581031,19.248986 50.692402,19.488885;50.6367165,19.3689355
241305;2;50.535099,18.590842 50.604453,18.714762;50.569776,18.652802
241301;1;50.520268,18.815806 50.617267,19.043656;50.5687675,18.929731
240903;2;50.602086,19.402638 50.690564,19.629140;50.646325,19.515889
241002;2;50.040740,18.847455 50.100420,19.044912;50.07058,18.9461835
241004;2;49.878919,18.618048 50.014544,18.763053;49.9467315,18.6905505
241503;1;50.045967,18.378820 50.087058,18.463279;50.0665125,18.4210495
241307;2;50.412136,18.877315 50.482236,18.997428;50.447186,18.9373715
241306;2;50.428565,18.982462 50.522545,19.134466;50.475555,19.058464
241404;2;50.017056,19.030557 50.091396,19.165309;50.054226,19.097933
241504;1;49.965926,18.355875 50.038664,18.524055;50.002295,18.439965
241501;1;50.018629,18.349083 50.071637,18.432962;50.045133,18.3910225
241505;2;49.899495,18.418584 49.975869,18.547076;49.937682,18.48283
241401;1;50.056266,19.053720 50.112549,19.233570;50.0844075,19.143645
241402;1;50.118315,19.144857 50.169448,19.255029;50.1438815,19.199943
241502;1;50.019599,18.427186 50.062740,18.504911;50.0411695,18.4660485
241507;2;49.989309,18.238637 50.058058,18.362171;50.0236835,18.300404
241506;2;49.934037,18.291228 50.007753,18.469586;49.970895,18.380407
241302;1;50.451229,18.839379 50.537793,19.053668;50.494511,18.9465235
241304;1;50.400142,18.769885 50.531013,18.914251;50.4655775,18.842068
241605;3;50.359335,19.249778 50.485977,19.519510;50.422656,19.384644
241508;2;49.998467,18.496487 50.038749,18.556696;50.018608,18.5265915
241509;2;49.946580,18.495846 50.014509,18.611749;49.9805445,18.5537975
241303;1;50.371859,18.877878 50.431128,18.923557;50.4014935,18.9007175
241405;2;50.075269,19.152623 50.134327,19.245344;50.104798,19.1989835
260202;3;50.546253,20.178620 50.736836,20.467260;50.6415445,20.32294
260209;2;50.447224,20.070505 50.589164,20.370500;50.518194,20.2205025
260208;2;50.635295,20.298138 50.788255,20.584499;50.711775,20.4413185
260203;3;50.708044,20.118916 50.866216,20.356027;50.78713,20.2374715
260205;2;50.701217,20.052324 50.814868,20.251382;50.7580425,20.151853
260204;2;50.593463,20.024539 50.714756,20.230261;50.6541095,20.1274
260207;2;50.539339,19.788101 50.640371,20.078813;50.589855,19.933457
260102;2;50.528791,20.774537 50.638319,20.950645;50.583555,20.862591
260206;3;50.500165,19.901469 50.614356,20.210625;50.5572605,20.056047
260201;2;50.527866,20.328529 50.649675,20.514210;50.5887705,20.4213695
260107;2;50.476540,20.895311 50.566333,21.115698;50.5214365,21.0055045
260305;3;50.261208,20.291963 50.359311,20.485870;50.3102595,20.3889165
260301;2;50.186312,20.532770 50.274100,20.665803;50.230206,20.5992865
260105;2;50.329129,20.805486 50.432466,20.974051;50.3807975,20.8897685
260108;2;50.307226,20.604319 50.435571,20.762916;50.3713985,20.6836175
260403;3;50.706294,20.305251 50.851198,20.561285;50.778746,20.433268
260407;2;50.698360,20.961234 50.841716,21.169722;50.770038,21.065478
260401;2;50.777381,20.874789 50.886290,21.032391;50.8318355,20.95359
260101;3;50.364030,20.605328 50.566991,20.917500;50.4655105,20.761414
260304;2;50.201449,20.593739 50.321459,20.774728;50.261454,20.6842335
260104;2;50.312904,20.934471 50.435259,21.148358;50.3740815,21.0414145
260103;2;50.273314,20.688116 50.390561,20.977158;50.3319375,20.832637
260303;3;50.185454,20.352978 50.316714,20.602420;50.251084,20.477699
260302;2;50.277160,20.431174 50.390746,20.639408;50.333953,20.535291
260402;3;50.873741,20.816703 51.031814,21.019868;50.9527775,20.9182855
260404;3;50.536484,20.603577 50.687193,20.829237;50.6118385,20.716407
260405;3;50.705591,20.655117 50.852441,20.980093;50.779016,20.817605
260415;2;50.631734,20.679290 50.741061,20.889783;50.6863975,20.7845365
260411;2;50.958275,20.341050 51.066639,20.583256;51.012457,20.462153
260406;2;50.814196,20.702914 50.907702,20.904859;50.860949,20.8038865
260503;3;51.081604,20.232123 51.258811,20.565992;51.1702075,20.3990575
260502;2;51.217778,20.363931 51.342426,20.539167;51.280102,20.451549
260408;2;50.854448,20.092466 51.010415,20.364572;50.9324315,20.228519
260604;3;50.734969,21.310901 50.849263,21.519253;50.792116,21.415077
260410;2;50.882917,20.487039 51.019068,20.629766;50.9509925,20.5584025
260603;2;50.679769,21.382455 50.789798,21.588124;50.7347835,21.4852895
260413;2;50.812607,20.971547 50.915469,21.174038;50.864038,21.0727925
260507;2;51.020259,20.339640 51.117536,20.477918;51.0688975,20.408779
260506;2;50.960472,20.032557 51.077800,20.223720;51.019136,20.1281385
260504;2;50.992090,20.155768 51.135228,20.384847;51.063659,20.2703075
260416;2;50.620417,20.843167 50.766456,21.166003;50.6934365,21.004585
260418;2;50.894345,20.315514 50.990548,20.523458;50.9424465,20.419486
260508;3;51.047094,20.467711 51.246881,20.701990;51.1469875,20.5848505
260602;2;50.683584,21.131342 50.763622,21.413259;50.723603,21.2723005
260412;3;50.667625,20.503460 50.823159,20.721077;50.745392,20.6122685
260505;2;51.073352,20.093186 51.209660,20.303962;51.141506,20.198574
260501;2;51.060008,19.981770 51.202722,20.166244;51.131365,20.074007
260409;2;50.862949,20.603363 50.950080,20.833036;50.9065145,20.7181995
260601;2;50.726115,21.132756 50.826422,21.362375;50.7762685,21.2475655
260605;3;50.773080,21.577046 50.959049,21.835814;50.8660645,21.70643
260414;2;50.827043,20.296779 50.921037,20.547588;50.87404,20.4221835
260419;2;50.936828,20.537175 51.062656,20.764098;50.999742,20.6506365
260417;2;50.782199,20.430119 50.858071,20.616654;50.820135,20.5233865
260905;2;50.509281,21.410837 50.626039,21.628674;50.56766,21.5197555
260903;2;50.591001,21.349218 50.711555,21.550480;50.651278,21.449849
260802;2;50.559089,20.491365 50.670625,20.677268;50.614857,20.5843165
260906;2;50.658918,21.524551 50.734733,21.743127;50.6968255,21.633839
260908;2;50.707759,21.551831 50.796189,21.730086;50.751974,21.6409585
260804;3;50.388864,20.400203 50.574237,20.684447;50.4815505,20.542325
261103;2;51.076289,20.948918 51.211429,21.164137;51.143859,21.0565275
260607;2;50.924090,21.590465 51.078016,21.825860;51.001053,21.7081625
260701;1;50.906479,21.336742 50.994022,21.476227;50.9502505,21.4064845
260704;3;50.826677,21.452063 50.990403,21.615610;50.90854,21.5338365
261102;2;50.975160,21.101240 51.088296,21.383105;51.031728,21.2421725
261104;2;50.895836,20.970131 51.018474,21.207870;50.957155,21.0890005
261105;3;50.993974,20.902973 51.108739,21.103241;51.0513565,21.003107
260606;2;50.799600,21.232708 50.889845,21.473837;50.8447225,21.3532725
261203;2;50.425650,20.976747 50.489421,21.148508;50.4575355,21.0626275
261202;2;50.329815,21.086150 50.465275,21.251822;50.397545,21.168986
261001;1;51.067526,20.801191 51.178453,20.949416;51.1229895,20.8753035
261003;2;50.934586,20.710341 51.053973,20.854923;50.9942795,20.782632
261205;3;50.379621,21.184421 50.481377,21.386595;50.430499,21.285508
261204;3;50.438890,21.277220 50.592435,21.517814;50.5156625,21.397517
260608;2;50.765230,21.504811 50.900152,21.668075;50.832691,21.586443
261002;2;51.010864,20.600919 51.172750,20.825564;51.091807,20.7132415
261004;2;51.073593,20.878745 51.195337,20.983657;51.134465,20.931201
261101;1;51.002140,21.020860 51.074515,21.122418;51.0383275,21.071639
260803;2;50.413833,20.325213 50.548386,20.518772;50.4811095,20.4219925
261005;3;50.996119,20.751407 51.087868,20.920922;51.0419935,20.8361645
260703;2;50.862258,21.263997 51.032160,21.522967;50.947209,21.393482
260706;2;50.819296,21.127624 50.960385,21.319000;50.8898405,21.223312
260904;3;50.549345,21.466632 50.639128,21.667067;50.5942365,21.5668495
