urzad;teryt;razem;razemKobiety;wiek;PSL;PiS;PO;SLD;PP;NP;teryt.bis;xteryt;name;areaH;areaKm;popThs;popKm;rankA;rankP;type;bb;center;terytDup;uprawnieni;glosy;glosyNW;glosyLK;PSL;PiS;SLD;PO;ognw;PSLp;PiSp;SLDp;POp
Burmistrz Miasta i Gminy Bodzentyn;260402;2;0;48.50;0;1;0;0;0;1;260402;3;Bodzentyn;15975;160;11632;73;599;725;gmw;50.873741,20.816703 51.031814,21.019868;50.9527775,20.9182855;260402;9509;5080;1345;5043;3235;969;195;458;20.93000;63.68;19.07;3.84;9.02
Burmistrz Miasta Nowy Dwór Mazowiecki;141401;4;1;43.75;0;0;0;0;0;4;141401;1;Nowy Dwór Mazowiecki (a);2821;28;28637;1015;2173;198;gm;52.406364,20.616902 52.462139,20.766678;52.4342515,20.69179;141401;22086;8134;2302;7523;1464;1844;2019;1499;22.06000;18.00;22.67;24.82;18.43
Wójt Gminy Szczurowa;120207;3;0;47.00;0;1;0;0;0;2;120207;2;Szczurowa;13492;135;9594;71;841;905;gw;50.041336,20.500396 50.200804,20.764272;50.12107,20.632334;120207;7871;2197;744;2073;766;824;69;285;25.30000;34.87;37.51;3.14;12.97
Wójt Gminy Kamień;060306;3;0;39.67;0;1;0;0;0;2;060306;2;Kamień;9683;97;4152;43;1435;1942;gw;51.035109,23.521046 51.147363,23.715960;51.091236,23.618503;060306;3315;1437;418;1366;459;347;46;440;22.53000;31.94;24.15;3.20;30.62
Wójt Gminy Iwaniska;260602;3;0;46.67;0;1;0;0;0;2;260602;2;Iwaniska;10489;105;6745;64;1304;1333;gw;50.683584,21.131342 50.763622,21.413259;50.723603,21.2723005;260602;5670;3360;731;3344;2274;450;49;469;17.87000;67.68;13.39;1.46;13.96
Wójt Gminy Kłoczew;061602;2;0;45.50;0;0;0;0;1;1;061602;2;Kłoczew;14306;143;7245;51;752;1241;gw;51.682554,21.835390 51.795049,22.095438;51.7388015,21.965414;061602;5903;2811;746;2720;1819;588;89;96;20.97000;64.71;20.92;3.17;3.42
Wójt Gminy Ruda-Huta;060309;3;1;45.67;1;1;0;0;0;1;060309;2;Ruda-Huta;11221;112;4551;41;1175;1843;gw;51.167748,23.510877 51.277275,23.726690;51.2225115,23.6187835;060309;3781;1293;325;1264;690;215;52;240;20.09000;53.36;16.63;4.02;18.56
Burmistrz Gminy i Miasta Miechów;120805;2;0;46.00;0;1;0;0;0;1;120805;3;Miechów;14836;148;19780;133;691;346;gmw;50.290157,19.938119 50.427527,20.205133;50.358842,20.071626;120805;16168;7584;1349;7351;3175;2661;274;854;15.10000;41.86;35.09;3.61;11.26
Wójt Gminy Rząśnik;143503;2;0;46.00;0;1;0;0;0;1;143503;2;Rząśnik;16743;167;7003;42;538;1279;gw;52.628061,21.273183 52.790610,21.494692;52.7093355,21.3839375;143503;5468;2678;969;2514;1356;805;61;118;26.57000;50.63;30.06;2.28;4.41
Burmistrz Miasta i Gminy Uzdrowiskowej Muszyna;121011;1;0;63.00;0;0;0;0;0;1;121011;3;Muszyna;14144;141;11599;82;767;731;gmw;49.295968,20.775773 49.443345,21.033786;49.3696565,20.9047795;121011;9192;3547;908;3455;444;869;104;1882;20.38000;12.52;24.50;2.93;53.06
Wójt Gminy Parzęczew;102007;1;0;52.00;0;0;0;0;0;1;102007;2;Parzęczew;10389;104;5036;48;1323;1717;gw;51.877376,19.120454 52.012487,19.311274;51.9449315,19.215864;102007;4108;1928;517;1811;537;373;220;537;21.15000;27.85;19.35;11.41;27.85
Wójt Gminy Przelewice;321204;2;0;58.00;0;0;0;0;0;2;321204;2;Przelewice;16201;162;5217;32;581;1682;gw;53.028398,14.999906 53.193229,15.212196;53.1108135,15.106051;321204;4282;1785;452;1720;1189;158;109;209;20.21000;66.61;8.85;6.11;11.71
Wójt Gminy Wola Mysłowska;061111;3;2;48.67;1;1;0;0;0;1;061111;2;Wola Mysłowska;12107;121;4712;39;1042;1805;gw;51.781664,21.844800 51.918993,22.118516;51.8503285,21.981658;061111;4080;1885;618;1827;1128;384;76;108;24.69000;59.84;20.37;4.03;5.73
Wójt Gminy Dubeninki;281802;3;1;52.00;0;0;0;0;0;3;281802;2;Dubeninki;20529;205;3016;15;313;2183;gw;54.235739,22.432810 54.363324,22.806145;54.2995315,22.6194775;281802;2552;706;340;685;137;116;59;321;32.50000;19.41;16.43;8.36;45.47
Wójt Gminy Sosnowica;061307;4;1;47.50;0;1;0;0;0;3;061307;2;Sosnowica;17162;172;2613;15;502;2233;gw;51.408944,22.972225 51.585255,23.216270;51.4970995,23.0942475;061307;2253;1066;475;1027;434;265;98;170;30.82000;40.71;24.86;9.19;15.95
Wójt Gminy Starcza;240416;2;1;52.50;1;0;0;0;0;1;240416;2;Starcza;2009;20;2824;141;2235;2209;gw;50.634640,18.998265 50.691668,19.099807;50.663154,19.049036;240416;2291;1058;384;995;510;170;132;133;26.63000;48.20;16.07;12.48;12.57
Wójt Gminy Czajków;301801;2;1;49.50;1;0;0;0;0;1;301801;2;Czajków;7074;71;2504;35;1840;2245;gw;51.419817,18.221040 51.541811,18.382798;51.480814,18.301919;301801;2067;870;271;844;596;102;44;75;23.75000;68.51;11.72;5.06;8.62
Wójt Gminy Kocierzew Południowy;100506;2;1;43.50;0;1;0;0;0;1;100506;2;Kocierzew Południowy;9370;94;4285;46;1492;1915;gw;52.141751,19.939216 52.268308,20.090903;52.2050295,20.0150595;100506;3565;1422;312;1393;847;408;27;35;17.99000;59.56;28.69;1.90;2.46
Wójt Gminy Osjaków;101705;3;2;50.67;1;0;0;0;0;2;101705;2;Osjaków;10109;101;4768;47;1370;1791;gw;51.201087,18.677866 51.325252,18.888492;51.2631695,18.783179;101705;3878;1897;472;1687;1024;409;58;90;19.92000;53.98;21.56;3.06;4.74
Burmistrz Nowogrodu Bobrzańskiego;080905;4;0;55.50;0;0;0;0;0;4;080905;3;Nowogród Bobrzański;25969;260;9454;36;155;914;gmw;51.736514,15.077711 51.899983,15.468341;51.8182485,15.273026;080905;7620;2724;1060;2022;712;366;332;503;28.01000;26.14;13.44;12.19;18.47
Burmistrz Gminy i Miasta Nowe Skalmierzyce;301702;4;0;44.50;0;0;0;0;0;4;301702;3;Nowe Skalmierzyce;12542;125;15430;123;974;496;gmw;51.651308,17.882101 51.786014,18.122392;51.718661,18.0022465;301702;12404;4077;1684;3871;1451;989;268;996;29.23000;35.59;24.26;6.57;24.43
Wójt Gminy Wojcieszków;061110;5;2;46.20;1;1;0;0;0;3;061110;2;Wojcieszków;10891;109;6950;64;1244;1289;gw;51.714237,22.218159 51.859809,22.436647;51.787023,22.327403;061110;5578;2613;803;2550;1493;570;78;194;23.51000;57.14;21.81;2.99;7.42
Prezydent Miasta Jaworzna;246801;3;0;45.33;0;0;1;0;0;2;246801;1;Jaworzno;15259;153;92090;604;651;41;mm;50.116934,19.160833 50.261784,19.441968;50.189359,19.3014005;246801;75895;27741;4425;25680;3168;8078;3353;8515;13.76000;11.42;29.12;12.09;30.69
Wójt Gminy Śniadowo;200707;4;0;50.00;1;0;0;0;0;3;200707;2;Śniadowo;16298;163;5364;33;570;1636;gw;52.978729,21.859065 53.153545,22.069279;53.066137,21.964172;200707;4515;2159;505;2105;754;971;49;179;18.96000;34.92;44.97;2.27;8.29
Wójt Gminy Stryszów;121807;4;1;43.75;0;1;0;0;0;3;121807;2;Stryszów;4590;46;6863;150;2055;1305;gw;49.792719,19.551100 49.869465,19.707210;49.831092,19.629155;121807;5403;2371;685;2256;699;485;91;892;22.41000;29.48;20.46;3.84;37.62
Wójt Gminy Świlcza;181612;3;1;44.67;0;1;0;0;0;2;181612;2;Świlcza;10818;108;16040;148;1258;468;gw;50.024906,21.778972 50.151437,21.973520;50.0881715,21.876246;181612;12773;5874;1137;5623;1775;2510;177;860;16.22000;30.22;42.73;3.01;14.64
Wójt Gminy Popów;240607;5;1;44.60;0;0;0;0;0;5;240607;2;Popów;10229;102;5925;58;1353;1507;gw;50.970345,18.817132 51.099430,19.056665;51.0348875,18.9368985;240607;5042;2236;727;2025;998;381;287;219;24.54000;44.63;17.04;12.84;9.79
Wójt Gminy Stubno;181309;2;0;50.00;0;0;0;0;0;2;181309;2;Stubno;8870;89;3915;44;1552;2004;gw;49.841057,22.888186 49.949486,23.092851;49.8952715,22.9905185;181309;3263;1120;523;1071;215;351;204;252;31.83000;19.20;31.34;18.21;22.50
Wójt Gminy Koszyce;121402;2;0;64.00;0;0;0;0;0;2;121402;2;Koszyce;6606;66;5531;84;1894;1597;gw;50.133888,20.474947 50.211653,20.681539;50.1727705,20.578243;121402;4714;1844;619;1765;528;430;262;473;25.13000;28.63;23.32;14.21;25.65
Wójt Gminy Pleśna;121604;2;0;45.00;0;0;0;0;0;2;121604;2;Pleśna;8306;83;11946;144;1657;698;gw;49.866375,20.827665 49.964187,20.984035;49.915281,20.90585;121604;9432;4025;875;3991;2034;1254;86;432;17.86000;50.53;31.16;2.14;10.73
Burmistrz Tolkmicka;280409;4;1;50.75;0;0;0;0;0;4;280409;3;Tolkmicko;20801;208;6769;33;297;1329;gmw;54.219555,19.253432 54.392243,19.648298;54.305899,19.450865;280409;5342;1700;442;1610;1003;187;51;319;20.63000;59.00;11.00;3.00;18.76
Burmistrz Gminy i Miasta Żuromin;143706;5;1;39.20;1;1;0;1;0;2;143706;3;Żuromin;13292;133;14511;109;875;537;gmw;52.996651,19.734340 53.100431,20.077635;53.048541,19.9059875;143706;12028;5420;1320;5270;2867;743;1049;400;19.58000;52.90;13.71;19.35;7.38
Wójt Gminy Inowrocław;040704;4;0;61.75;1;1;0;0;0;2;040704;2;Inowrocław;17165;172;11740;68;501;716;gw;52.707408,18.138724 52.883200,18.414808;52.795304,18.276766;040704;9292;3124;1001;2926;1397;707;221;494;24.27000;44.72;22.63;7.07;15.81
Wójt Gminy Dzierzążnia;142005;6;0;55.33;1;0;0;0;0;5;142005;2;Dzierzążnia;10248;102;3684;36;1351;2063;gw;52.533018,20.147552 52.672915,20.318043;52.6029665,20.2327975;142005;3120;1496;422;1461;1036;215;61;78;22.00000;69.25;14.37;4.08;5.21
Burmistrz Miasta Pionki;142501;4;1;55.25;1;1;0;0;0;2;142501;1;Pionki;1840;18;18618;1012;2250;380;gm;51.439427,21.395436 51.504119,21.499642;51.471773,21.447539;142501;15979;6310;1519;5842;1742;1622;458;1045;19.40000;27.61;25.71;7.26;16.56
Prezydent Miasta Racibórz;241101;5;1;50.00;0;0;0;0;0;5;241101;1;Racibórz;7501;75;55189;736;1777;84;gm;50.044275,18.141041 50.136961,18.302496;50.090618,18.2217685;241101;44567;14523;2478;12724;947;3531;754;6702;14.58000;6.52;24.31;5.19;46.15
Wójt Gminy Boguty-Pianki;141603;2;0;44.00;0;1;0;0;0;1;141603;2;Boguty-Pianki;8909;89;2647;30;1544;2228;gw;52.661864,22.328248 52.795458,22.460729;52.728661,22.3944885;141603;2258;999;279;662;275;267;12;45;21.83000;27.53;26.73;1.20;4.50
Burmistrz Ożarowa Mazowieckiego;143206;2;0;44.50;0;1;0;0;0;1;143206;3;Ożarów Mazowiecki;7127;71;24060;338;1830;261;gmw;52.182183,20.661913 52.247412,20.875278;52.2147975,20.7685955;143206;17458;6239;1241;5417;920;1991;273;1634;16.59000;14.75;31.91;4.38;26.19
Burmistrz Biecza;120502;1;0;58.00;0;0;0;0;0;1;120502;3;Biecz;9825;98;16916;172;1422;434;gmw;49.665022,21.095182 49.781613,21.330964;49.7233175,21.213073;120502;13870;5667;1360;5496;1015;2898;197;1019;19.35000;17.91;51.14;3.48;17.98
Burmistrz Obornik;301601;3;0;37.67;0;1;0;0;0;2;301601;3;Oborniki;34004;340;34082;100;57;159;gmw;52.544503,16.576360 52.751461,16.970728;52.647982,16.773544;301601;26257;9356;2669;8307;2885;1358;742;2705;22.20000;30.84;14.51;7.93;28.91
Wójt Gminy Świedziebnia;040209;2;1;56.00;1;0;0;0;0;1;040209;2;Świedziebnia;10367;104;5199;50;1328;1686;gw;53.080306,19.446170 53.180894,19.711956;53.1306,19.579063;040209;4182;1636;506;1539;955;398;35;126;23.62000;58.37;24.33;2.14;7.70
Burmistrz Gminy i Miasta Grójec;140605;4;1;49.75;0;1;0;0;0;3;140605;3;Grójec;12135;121;25654;211;1038;237;gmw;51.819704,20.764959 51.936725,21.013349;51.8782145,20.889154;140605;19923;7579;2404;7118;3391;1490;549;1219;24.08000;44.74;19.66;7.24;16.08
Wójt Gminy Dąbie;080204;2;1;46.00;0;0;0;0;0;2;080204;2;Dąbie;17091;171;4989;29;507;1734;gw;51.892204,15.052742 52.065363,15.293292;51.9787835,15.173017;080204;3970;1647;493;772;458;84;83;106;23.04000;27.81;5.10;5.04;6.44
Wójt Gminy Czeremcha;200503;4;1;50.00;0;0;0;0;0;4;200503;2;Czeremcha (c);9682;97;3223;33;1436;2153;gw;52.426690,23.256856 52.565814,23.495584;52.496252,23.37622;200503;2961;1282;415;1253;450;109;154;474;24.45000;35.10;8.50;12.01;36.97
Wójt Gminy Chotcza;140901;3;0;44.00;1;1;0;0;0;1;140901;2;Chotcza;8982;90;2335;26;1538;2260;gw;51.179234,21.639982 51.304698,21.821718;51.241966,21.73085;140901;2040;750;272;721;497;144;19;40;26.61000;66.27;19.20;2.53;5.33
Wójt Gminy Dalików;101101;2;0;46.50;1;0;0;0;0;1;101101;2;Dalików;11462;115;3901;34;1133;2007;gw;51.819137,19.019551 51.959065,19.191203;51.889101,19.105377;101101;3134;1600;515;1570;563;748;51;147;24.35000;35.19;46.75;3.19;9.19
Burmistrz Miasta i Gminy Ryn;280608;3;0;54.67;0;1;0;0;0;2;280608;3;Ryn;20454;205;5740;28;318;1543;gmw;53.854607,21.429664 54.063369,21.719957;53.958988,21.5748105;280608;4835;1566;670;1540;511;189;105;640;29.96000;32.63;12.07;6.70;40.87
Wójt Gminy Szczytno;281706;2;1;59.50;0;1;0;0;0;1;281706;2;Szczytno (a);34624;346;12887;37;52;633;gw;53.430530,20.858072 53.664248,21.209436;53.547389,21.033754;281706;9525;3868;1063;3817;2394;584;158;524;21.56000;61.89;15.10;4.08;13.55
Wójt Gminy Żarnowiec;241610;3;0;38.00;0;1;0;0;0;2;241610;2;Żarnowiec;12480;125;4658;37;982;1817;gw;50.434482,19.736468 50.559287,19.974001;50.4968845,19.8552345;241610;3824;1852;327;1784;927;256;70;474;15.01000;50.05;13.82;3.78;25.59
Wójt Gminy Ozorków;102006;2;1;46.00;0;1;0;0;0;1;102006;2;Ozorków;9551;96;6944;73;1464;1291;gw;51.934543,19.172733 52.036402,19.416995;51.9854725,19.294864;102006;5695;2849;613;2678;1536;516;143;343;17.71000;53.91;18.11;5.02;12.04
Wójt Gminy Dwikozy;260902;3;1;49.67;1;1;0;0;0;1;260902;2;Dwikozy;8458;85;8859;105;1628;991;gw;50.680046,21.705306 50.808559,21.846216;50.7443025,21.775761;260902;7469;2827;720;2800;1658;520;191;280;20.30000;58.65;18.39;6.76;9.90
Burmistrz Kamienia Pomorskiego;320703;4;0;50.75;0;1;0;0;0;3;320703;3;Kamień Pomorski;20854;209;14354;69;293;547;gmw;53.859369,14.659761 54.038325,14.991794;53.948847,14.8257775;320703;12122;4781;1045;4234;1223;817;301;1622;17.94000;25.58;17.09;6.30;33.93
Wójt Gminy Czastary;101802;2;0;45.50;0;1;0;0;0;1;101802;2;Czastary;6273;63;3949;63;1928;1994;gw;51.205520,18.233269 51.297876,18.380848;51.251698,18.3070585;101802;3077;928;485;866;450;174;89;122;34.32000;48.49;18.75;9.59;13.15
Burmistrz Słubic;080505;4;1;44.75;0;0;0;0;0;4;080505;3;Słubice;18557;186;20077;108;419;338;gmw;52.255745,14.534207 52.464590,14.741374;52.3601675,14.6377905;080505;15387;6067;1391;4810;1072;749;1196;1530;18.65000;17.67;12.35;19.71;25.22
Burmistrz Lipska;200104;2;1;55.00;0;1;0;0;0;1;200104;3;Lipsk;18421;184;5263;29;428;1662;gmw;53.691558,23.292985 53.829502,23.588702;53.76053,23.4408435;200104;4579;1931;717;1870;982;412;231;156;27.08000;50.85;21.34;11.96;8.08
Wójt Gminy Mikołajki Pomorskie;221602;4;1;52.50;0;0;0;0;0;4;221602;2;Mikołajki Pomorskie;9160;92;3682;40;1518;2064;gw;53.805566,19.076154 53.893284,19.332425;53.849425,19.2042895;221602;2899;1003;446;984;403;147;49;331;30.78000;40.18;14.66;4.89;33.00
Wójt Gminy Dziadowa Kłoda;021404;2;0;43.50;0;0;0;0;0;2;021404;2;Dziadowa Kłoda;10579;106;4644;44;1294;1823;gw;51.160815,17.588574 51.271322,17.795269;51.2160685,17.6919215;021404;3642;1301;663;1176;293;131;52;655;33.76000;22.52;10.07;4.00;50.35
Wójt Gminy Nowy Żmigród;180507;4;1;44.50;0;0;0;0;0;4;180507;2;Nowy Żmigród;10359;104;9149;88;1330;951;gw;49.532220,21.430938 49.669149,21.625199;49.6006845,21.5280685;180507;7638;3927;617;3886;1852;1408;148;335;13.58000;47.16;35.85;3.77;8.53
Wójt Gminy Skierbieszów;062010;2;0;42.00;0;0;0;0;0;2;062010;2;Skierbieszów;13921;139;5229;38;794;1674;gw;50.780569,23.241151 50.909207,23.481337;50.844888,23.361244;062010;4457;2027;770;1976;689;749;150;200;27.53000;33.99;36.95;7.40;9.87
Burmistrz Lubyczy Królewskiej;061805;5;0;47.20;1;1;0;0;0;3;061805;3;Lubycza Królewska;20807;207;6296;30;296;1428;gmw;50.251829,23.403338 50.416038,23.738135;50.3339335,23.5707365;061805;5371;1922;547;1878;1139;253;64;357;22.15000;59.26;13.16;3.33;18.57
Wójt Gminy Lichnowy;220903;1;0;57.00;0;0;0;0;0;1;220903;2;Lichnowy;8891;89;4648;52;1548;1821;gw;54.049251,18.805949 54.166400,18.992944;54.1078255,18.8994465;220903;3618;1159;501;1127;449;179;196;241;30.18000;38.74;15.44;16.91;20.79
Wójt Gminy Lisia Góra;121603;2;0;39.00;0;1;0;0;0;1;121603;2;Lisia Góra;10432;105;15226;146;1316;505;gw;50.046544,20.939345 50.147641,21.199006;50.0970925,21.0691755;121603;11474;5061;1202;4976;906;2329;169;1140;19.19000;17.90;46.02;3.34;22.53
Burmistrz Miasta i Gminy Wolbrom;121207;3;0;51.67;0;1;0;0;0;2;121207;3;Wolbrom;14678;147;22974;157;708;280;gmw;50.330130,19.635027 50.449721,19.854232;50.3899255,19.7446295;121207;18991;9226;1611;9081;5124;1848;221;1406;14.87000;55.54;20.03;2.40;15.24
Wójt Gminy Mała Wieś;141908;3;1;44.33;1;0;0;0;0;2;141908;2;Mała Wieś;10878;109;6111;56;1246;1466;gw;52.383102,19.969746 52.516992,20.204802;52.450047,20.087274;141908;5057;2147;759;2040;1484;308;85;74;26.12000;69.12;14.35;3.96;3.45
Wójt Gminy Lelis;141506;4;0;50.00;0;1;0;0;0;3;141506;2;Lelis;19639;196;9549;49;366;910;gw;53.099306,21.376491 53.248420,21.707124;53.173863,21.5418075;141506;7136;3111;1151;2940;1338;1008;87;309;27.01000;43.01;32.40;2.80;9.93
Wójt Gminy Brudzew;302702;3;0;49.00;1;1;0;0;0;1;302702;2;Brudzew;11263;112;5959;53;1168;1501;gw;52.035300,18.497634 52.136581,18.722482;52.0859405,18.610058;302702;4773;2007;534;1983;1497;289;68;83;21.02000;74.59;14.40;3.39;4.14
Wójt Gminy Dobrzyniewo Duże;200203;2;0;39.50;0;0;0;0;0;2;200203;2;Dobrzyniewo Duże;16113;161;9141;57;587;955;gw;53.155464,22.884517 53.307654,23.123342;53.231559,23.0039295;200203;7003;2818;686;2676;550;1241;98;562;19.58000;19.52;44.04;3.48;19.94
Wójt Gminy Srokowo;280806;3;0;48.33;0;0;0;0;0;3;280806;2;Srokowo;19416;194;3878;20;376;2013;gw;54.121858,21.396309 54.325210,21.602312;54.223534,21.4993105;280806;3328;1168;445;1132;305;106;86;584;27.59000;26.11;9.08;7.36;50.00
Burmistrz Sulejowa;101009;5;0;47.80;0;1;0;0;0;4;101009;3;Sulejów;18823;188;16291;87;402;458;gmw;51.263444,19.696422 51.440385,19.926581;51.3519145,19.8115015;101009;13058;5565;1543;5343;1933;1830;513;744;21.71000;34.73;32.88;9.22;13.37
Wójt Gminy Oława;021504;2;0;45.00;0;0;0;0;0;2;021504;2;Oława;23465;235;15138;65;219;508;gw;50.817489,17.167614 51.030400,17.464007;50.9239445,17.3158105;021504;11774;4463;1163;4250;831;1654;179;1338;20.67000;18.62;37.06;4.01;29.98
Wójt Gminy Wielgomłyny;101213;3;2;47.00;0;1;0;0;0;2;101213;2;Wielgomłyny;12315;123;4670;38;1008;1813;gw;50.941734,19.680101 51.084379,19.873566;51.0130565,19.7768335;101213;3961;1989;453;1945;1424;267;66;93;18.55000;71.59;13.42;3.32;4.68
Wójt Gminy Leśniowice;060307;2;1;53.00;1;0;0;0;0;1;060307;2;Leśniowice;11766;118;3664;31;1090;2071;gw;50.942925,23.385719 51.060213,23.615715;51.001569,23.500717;060307;3178;1384;444;1318;603;297;60;293;24.29000;43.57;21.46;4.34;21.17
Burmistrz Miasta Ozorkowa;102002;2;0;42.00;0;1;0;0;0;1;102002;1;Ozorków;1546;15;19685;1273;2272;350;gm;51.932341,19.252448 51.985049,19.341010;51.958695,19.296729;102002;16213;5612;1589;5321;2312;1365;458;870;22.07000;41.20;24.32;8.16;15.50
Wójt Gminy Mieścisko;302804;4;1;39.50;0;0;0;0;0;4;302804;2;Mieścisko;13506;135;5992;44;838;1492;gw;52.670845,17.201054 52.805854,17.458883;52.7383495,17.3299685;302804;4732;1423;498;1309;179;454;356;259;25.92000;12.58;31.90;25.02;18.20
Wójt Gminy Ciechocin;040502;2;0;59.00;0;0;0;0;0;2;040502;2;Ciechocin;10123;101;4034;40;1368;1972;gw;52.973795,18.811225 53.115902,19.031062;53.0448485,18.9211435;040502;3179;1296;545;1182;374;486;82;194;29.60000;28.86;37.50;6.33;14.97
Wójt Gminy Kijewo Królewskie;040403;1;0;63.00;0;0;0;0;0;1;040403;2;Kijewo Królewskie;7184;72;4504;63;1822;1855;gw;53.193351,18.362927 53.334108,18.517497;53.2637295,18.440212;040403;3487;1174;391;1124;253;184;176;470;24.98000;21.55;15.67;14.99;40.03
Wójt Gminy Istebna;240309;3;1;41.33;0;1;0;0;0;2;240309;2;Istebna;8432;84;12111;144;1633;681;gw;49.514423,18.831709 49.607483,18.986893;49.560953,18.909301;240309;9099;4116;1003;3719;581;2097;57;743;19.59000;14.12;50.95;1.38;18.05
Burmistrz Miasta i Gminy Narol;180905;2;0;46.00;0;1;0;0;0;1;180905;3;Narol;20347;203;8134;40;322;1092;gmw;50.269653,23.123984 50.410542,23.436153;50.3400975,23.2800685;180905;6750;2516;565;2472;969;773;217;418;18.34000;38.51;30.72;8.62;16.61
Burmistrz Miasta Raciąż;142002;4;0;50.75;0;1;0;0;0;3;142002;1;Raciąż;840;8;4437;528;2326;1874;gm;52.768822,20.091748 52.796647,20.149191;52.7827345,20.1204695;142002;3778;1658;782;1605;735;355;55;290;32.05000;44.33;21.41;3.32;17.49
Prezydent Miasta Świdnicy;021901;5;1;49.60;0;1;0;0;0;4;021901;1;Świdnica;2176;22;57671;2650;2218;78;gm;50.808023,16.455370 50.873211,16.529676;50.840617,16.492523;021901;48185;17116;2610;15207;1702;4001;3127;5126;13.23000;9.94;23.38;18.27;29.95
Wójt Gminy Sulęczyno;220507;4;0;58.75;0;1;0;0;0;3;220507;2;Sulęczyno;13146;131;5480;42;892;1608;gw;54.174861,17.679991 54.312729,17.904417;54.243795,17.792204;220507;3962;2062;621;2023;734;519;38;647;23.15000;35.60;25.17;1.84;31.38
Wójt Gminy Wohyń;061508;3;0;57.67;0;1;0;0;0;2;061508;2;Wohyń;17817;178;6775;38;465;1327;gw;51.661001,22.674286 51.862565,22.925180;51.761783,22.799733;061508;5811;2335;546;2260;1305;536;166;135;18.95000;55.89;22.96;7.11;5.78
Burmistrz Bytowa;220102;3;0;46.67;0;1;0;0;0;2;220102;3;Bytów;19692;197;25406;129;364;241;gmw;54.055598,17.358815 54.260582,17.619545;54.15809,17.48918;220102;19280;7097;1501;6912;627;1635;363;3752;17.46000;8.83;23.04;5.11;52.87
Wójt Gminy Michałowice;142104;3;1;51.00;0;0;0;0;0;3;142104;2;Michałowice;3473;35;17826;513;2129;406;gw;52.114998,20.760492 52.185858,20.919233;52.150428,20.8398625;142104;13185;6691;765;6141;840;2076;279;2454;10.26000;12.55;31.03;4.17;36.68
Wójt Gminy Rachanie;061807;2;0;58.00;1;0;0;0;0;1;061807;2;Rachanie;9430;94;5222;55;1486;1678;gw;50.496604,23.468347 50.603161,23.647283;50.5498825,23.557815;061807;4565;2080;559;1881;754;709;91;169;21.18000;36.25;34.09;4.38;8.12
Wójt Gminy Domaniewice;100504;2;0;46.50;1;1;0;0;0;0;100504;2;Domaniewice;8617;86;4659;54;1593;1816;gw;51.974455,19.719545 52.085322,19.889867;52.0298885,19.804706;100504;3771;1560;401;1544;1079;297;61;41;20.45000;69.17;19.04;3.91;2.63
Burmistrz Starego Sącza;121016;2;0;51.50;0;1;0;0;0;1;121016;3;Stary Sącz;10088;101;23627;234;1377;273;gmw;49.465677,20.534906 49.589081,20.734586;49.527379,20.634746;121016;18230;7664;1422;7552;2388;2866;114;1861;15.65000;31.16;37.40;1.49;24.28
Wójt Gminy w Nowym Mieście nad Wartą;302503;2;0;64.00;0;0;0;1;0;1;302503;2;Nowe Miasto nad Wartą;12007;121;9098;76;1056;961;gw;52.010623,17.271947 52.124493,17.522832;52.067558,17.3973895;302503;7146;2237;939;2004;680;776;134;289;29.57000;30.40;34.69;5.99;12.92
Wójt Gminy Baćkowice;260601;1;0;64.00;0;0;0;0;0;1;260601;2;Baćkowice;9613;96;4892;51;1449;1758;gw;50.726115,21.132756 50.826422,21.362375;50.7762685,21.2475655;260601;4149;1905;618;1876;1103;501;33;142;24.49000;57.90;26.30;1.73;7.45
Burmistrz Rzgowa;100610;3;1;45.00;0;1;0;0;0;2;100610;3;Rzgów;6632;66;10183;154;1893;845;gmw;51.617425,19.418932 51.698442,19.600143;51.6579335,19.5095375;100610;7749;3303;875;3162;691;1163;271;634;20.94000;20.92;35.21;8.20;19.19
Burmistrz Miasta i Gminy Strzelin;021704;3;2;47.33;0;1;0;0;0;2;021704;3;Strzelin;17141;171;22178;129;505;297;gmw;50.685010,16.951097 50.854509,17.199227;50.7697595,17.075162;021704;18520;7525;1299;7110;2790;1402;592;2141;14.72000;37.08;18.63;7.87;28.45
Wójt Gminy Orla;200306;3;1;43.67;0;1;0;0;0;2;200306;2;Orla;15990;160;2770;17;595;2215;gw;52.588418,23.175527 52.755797,23.402482;52.6721075,23.2890045;200306;2639;1249;484;1186;525;61;195;302;27.93000;42.03;4.88;15.61;24.18
Wójt Gminy Jedlnia-Letnisko;142506;4;1;48.50;1;1;0;0;0;2;142506;2;Jedlnia-Letnisko;6558;66;12654;193;1898;650;gw;51.388769,21.201728 51.451529,21.435741;51.420149,21.3187345;142506;9928;4520;1066;3851;1023;1529;247;726;19.08000;22.63;33.83;5.46;16.06
