Teryt;Gmina;Urząd;Nazwisko Imiona;Typ;Komitet
021001;m. Lubań;Burmistrz Miasta Lubań;SŁOWIŃSKI Arkadiusz Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW OBYWATELSKI KOMITET WYBORCZY LUBAŃ 2018 RAZEM
160701;gm. Głuchołazy;Burmistrz Głuchołaz;SZUPRYCZYŃSKI Edward Leonard;PO;KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA
121403;gm. Nowe Brzesko;Burmistrz Gminy i Miasta Nowe Brzesko;CZAJKA Grzegorz Marian;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
302101;m. Luboń;Burmistrz Miasta Luboń;MACHALSKA Małgorzata;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW FORUM OBYWATELSKIE LUBOŃ
101009;gm. Sulejów;Burmistrz Sulejowa;CIUPA Łukasz Piotr;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
182103;gm. Lesko;Burmistrz Miasta i Gminy Lesko;ROMANEK Maciej Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NIE OBIECUJEMY-REALIZUJEMY
286101;m. Elbląg;Prezydent Miasta Elbląg;REMBELSKI Stefan Bolesław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KUKIZ'15
061201;gm. Chodel;Wójt Gminy Chodel;GŁUSIEC Anna;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ANNY GŁUSIEC
221201;m. Ustka;Burmistrz Miasta Ustka;GRACZYK Jacek Adam;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JACKA GRACZYKA
041102;gm. Bytoń;Wójt Gminy Bytoń;PATYK Błażej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BŁAŻEJA PATYKA „WSPÓLNE DOBRO”
100903;gm. Nowa Brzeźnica;Wójt Gminy Nowa Brzeźnica;TOMASZEWSKI Tomasz Mariusz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
200509;gm. Narewka;Wójt Gminy Narewka;GOŁUBOWSKI Jarosław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNA NAREWKA
141105;gm. Młynarze;Wójt Gminy Młynarze;RUPIŃSKI Adam;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINY MŁYNARZE
241706;gm. Lipowa;Wójt Gminy Lipowa;FABER Rafał;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI GMINY LIPOWA
041905;gm. Rogowo;Wójt Gminy Rogowo;MICHALCZAK Tomasz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DLA GMINY ROGOWO
121613;gm. Wojnicz;Burmistrz Wojnicza;CHAMIOŁO Roman Franciszek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ROMANA FRANCISZKA CHAMIOŁO
300805;gm. Perzów;Wójt Gminy Perzów;FROŃ Danuta;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DANUTY FROŃ
020903;gm. Krotoszyce;Wójt Gminy Krotoszyce;WOŹNIAK Wojciech Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WOJCIECHA WOŹNIAKA
300907;gm. Koło;Wójt Gminy Koło;SZURGOT Genowefa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GENOWEFY SZURGOT
300505;gm. Wielichowo;Burmistrz Wielichowa;KOZŁOWSKA Honorata;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW HONORATY KOZŁOWSKIEJ
241501;m. Pszów;Burmistrz Miasta Pszów;NAWRAT Alicja Jolanta;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
240905;gm. Żarki;Burmistrz Miasta i Gminy Żarki;JAKÓBCZAK Andrzej Wiesław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DBAMY I DZIAŁAMY ŻARKI
121106;gm. Krościenko nad Dunajcem;Wójt Gminy Krościenko nad Dunajcem;GAWĘDA Stanisław Wojciech;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY
146501;Warszawa;Prezydent m.st. Warszawy;ŚPIEWAK Jan Dawid;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JANA ŚPIEWAKA - WYGRA WARSZAWA
260608;gm. Wojciechowice;Wójt Gminy Wojciechowice;SIDOR Szymon Mikołaj;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINA WOJCIECHOWICE NASZYM DOBREM
040501;m. Golub-Dobrzyń;Burmistrz Miasta Golubia-Dobrzynia;PIĄTKOWSKI Mariusz Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NIEZALEŻNA AKCJA SAMORZĄDOWA MARIUSZA PIĄTKOWSKIEGO
300303;gm. Gniezno;Wójt Gminy Gniezno;SUPLICKA Maria Anna;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GNIEŹNIEŃSKIE POROZUMIENIE SAMORZĄDOWE
140313;gm. Wilga;Wójt Gminy Wilga;PIESIEWICZ Jacek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NOWA PERSPEKTYWA
040108;gm. Waganiec;Wójt Gminy Waganiec;LEMAŃSKI Paweł;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
120109;gm. Żegocina;Wójt Gminy Żegocina;SAJDAK Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ODRODZENIE NASZEJ MAŁEJ OJCZYZNY
260203;gm. Małogoszcz;Burmistrz Miasta i Gminy Małogoszcz;MOLENDA Michał Jan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
021501;m. Oława;Burmistrz Miasta Oława;ŁUCZKIEWICZ Mariusz Marek;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
160204;gm. Kietrz;Burmistrz Kietrza;PRZYSIĘŻNA - BATOR Dorota Iwona;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY KIETRZ
180307;gm. Żyraków;Wójt Gminy Żyraków;TYLEC Krzysztof Jan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
300105;gm. Szamocin;Burmistrz Miasta i Gminy Szamocin;NOWAK Marcin Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM MARCINA NOWAKA
060207;gm. Józefów;Burmistrz Józefowa;WILCZYŃSKI Ireneusz Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW IRENEUSZA WILCZYŃSKIEGO
201402;gm. Kołaki Kościelne;Wójt Gminy Kołaki Kościelne;JAWOROWSKI Sylwester;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SYLWESTRA JAWOROWSKIEGO NA RZECZ ROZWOJU
121106;gm. Krościenko nad Dunajcem;Wójt Gminy Krościenko nad Dunajcem;SALAMON Marek Wojciech;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RUCH ROZWOJU GMINY KROŚCIENKO NAD DUNAJCEM
080404;gm. Kożuchów;Burmistrz Kożuchowa;MROWIEC Paweł;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
101501;gm. Bolimów;Wójt Gminy Bolimów;LINART Stanisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW POZYTYWNI
247701;m. Tychy;Prezydent Miasta Tychy;DZIUBA Andrzej Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PREZYDENTA ANDRZEJA DZIUBY
200709;gm. Zbójna;Wójt Gminy Zbójna;PARZYCH Elżbieta;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SAMORZĄDU GMINY ZBÓJNA
081203;gm. Wschowa;Burmistrz Miasta i Gminy Wschowa;URBANIAK Justyna Małgorzata;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ZWYCZAJNI RAZEM
060212;gm. Tarnogród;Burmistrz Tarnogrodu;WILCZYŃSKA-SICIARZ Aleksandra Anna;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ALEKSANDRY WILCZYŃSKIEJ - SICIARZ
303103;gm. Krajenka;Burmistrz Gminy i Miasta Krajenka;SZCZERBIAK Janusz Włodzimierz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JANUSZA SZCZERBIAKA
121803;gm. Kalwaria Zebrzydowska;Burmistrz Miasta Kalwarii Zebrzydowskiej;ORMANTY Augustyn Leszek;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
120609;gm. Mogilany;Wójt Gminy Mogilany;PINDEL Edyta Magdalena;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ROZWÓJ I INNOWACJE DLA GMINY MOGILANY
260906;gm. Obrazów;Wójt Gminy Obrazów;STĘPIEŃ Wiesław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW W OBRAZOWIE WSZYSCY RÓWNI
280805;gm. Reszel;Burmistrz Reszla;JANISZEWSKI Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARKA JANISZEWSKIEGO
143504;gm. Somianka;Wójt Gminy Somianka;BRYK Mariusz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
160709;gm. Skoroszyce;Wójt Gminy Skoroszyce;WOREK Marcin Bartłomiej;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
320504;gm. Płoty;Burmistrz Płotów;ŚLĘGA Jarosław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JAROSŁAW ŚLĘGA
260608;gm. Wojciechowice;Wójt Gminy Wojciechowice;ŻELAZOWSKA Agnieszka;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW AGNIESZKI ŻELAZOWSKIEJ
141214;gm. Stanisławów;Wójt Gminy Stanisławów;SĘDZIELSKI Władysław Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WŁADYSŁAWA SĘDZIELSKIEGO
100903;gm. Nowa Brzeźnica;Wójt Gminy Nowa Brzeźnica;JARZĄBEK Jacek Stefan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JACKA JARZĄBKA
246701;m. Jastrzębie-Zdrój;Prezydent Miasta Jastrzębie-Zdrój;HETMAN Anna;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KOALICJA ANNY HETMAN
140201;m. Ciechanów;Prezydent Miasta Ciechanów;RUTKOWSKI Marek;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
181804;gm. Radomyśl nad Sanem;Wójt Gminy Radomyśl nad Sanem;PYRKOSZ Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „WSPÓLNOTA DLA ROZWOJU GMINY”
121802;gm. Brzeźnica;Wójt Gminy Brzeźnica;ANTOS Bogusław Stanisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM W PRZYSZŁOŚĆ
302308;gm. Zagórów;Burmistrz Gminy Zagórów;KUBIAK Jan Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JANA ANDRZEJA KUBIAKA
060209;gm. Łukowa;Wójt Gminy Łukowa;GIERCZAK Janusz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
301904;gm. Łobżenica;Burmistrz Łobżenicy;WENDA Alicja Maria;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ GMINY ŁOBŻENICA
181706;gm. Tyrawa Wołoska;Wójt Gminy Tyrawa Wołoska;BATORSKI Maciej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ZJEDNOCZENI DLA GMINY TYRAWA WOŁOSKA
246301;m. Chorzów;Prezydent Miasta Chorzów;OLEJNICZAK Dariusz Kazimierz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SPOŁECZNA INICJATYWA MIESZKAŃCÓW CHORZOWA
320908;gm. Świeszyno;Wójt Gminy Świeszyno;KORCZAK Ewa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW EWY KORCZAK
241104;gm. Krzyżanowice;Wójt Gminy Krzyżanowice;SMYCZEK Adam Sebastian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MIESZKAŃCÓW GMINY KRZYŻANOWICE
041002;gm. Mrocza;Burmistrz Miasta i Gminy Mrocza;MRUGOWSKI Radosław Czesław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DLA MIESZKAŃCÓW MIASTA I GMINY MROCZA
302003;gm. Dobrzyca;Burmistrz Gminy Dobrzyca;WIECZOREK Artur Józef;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
321606;gm. Świdwin;Wójt Gminy Świdwin;LECHOCKI Kazimierz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KAZIMIERZA LECHOCKIEGO
321502;gm. Barwice;Burmistrz Barwic;TKACZYK Monika;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW OTWARTY SAMORZĄD
022606;gm. Złotoryja;Wójt Gminy Złotoryja;SZAPOWAŁ Jarosław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JAROSŁAWA SZAPOWAŁA
306101;m. Kalisz;Prezydent Miasta Kalisza;GRODZIŃSKI Dariusz;PO;KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA
041604;gm. Lubiewo;Wójt Gminy Lubiewo;JASTAK Joanna Izabela;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JOANNY JASTAK
101303;gm. Cielądz;Wójt Gminy Cielądz;JĘDRZEJCZAK Przemysław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAWSKIE POROZUMIENIE SAMORZĄDOWE
281405;gm. Gietrzwałd;Wójt Gminy Gietrzwałd;SAMULOWSKI Wojciech Lucjan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PROFESJONALNIE I SKUTECZNIE
040210;gm. Zbiczno;Wójt Gminy Zbiczno;GOLUBSKA Magdalena;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MAGDALENY GOLUBSKIEJ
061705;gm. Trawniki;Wójt Gminy Trawniki;TARCZYLUK Konrad Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KONRADA TARCZYLUKA
160903;gm. Dobrzeń Wielki;Wójt Gminy Dobrzeń Wielki;SZLAPA Piotr Artur;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ GMINY-WSPÓLNA SPRAWA
240413;gm. Poczesna;Wójt Gminy Poczesna;CHĄDZYŃSKI Robert Franciszek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA POCZESNA
022404;gm. Stoszowice;Wójt Gminy Stoszowice;GANCARZ Paweł Jarosław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PAWŁA GANCARZA
221101;m. Hel;Burmistrz Helu;WĄDOŁOWSKI Mirosław Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MIROSŁAWA WĄDOŁOWSKIEGO KOCHAMY HEL
280503;gm. Kalinowo;Wójt Gminy Kalinowo;BEZDZIECKI Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ANDRZEJA BEZDZIECKIEGO
020905;gm. Legnickie Pole;Wójt Gminy Legnickie Pole;BUCKI Antoni;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW HONOR I TRADYCJA - ANTONIEGO BUCKIEGO
080804;gm. Szczaniec;Wójt Gminy Szczaniec;NERYNG KRZYSZTOF JÓZEF;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW LOKALNI DLA GMINY
060709;gm. Wilkołaz;Wójt Gminy Wilkołaz;ŁYSAKOWSKI Andrzej Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WILKOŁAZ 2018
101303;gm. Cielądz;Wójt Gminy Cielądz;KRÓLAK Paweł Konrad;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA CIELĄDZ
221503;m. Wejherowo;Prezydent Miasta Wejherowa;HILDEBRANDT Krzysztof Mikołaj;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „WOLĘ WEJHEROWO KRZYSZTOFA HILDEBRANDTA”
181603;gm. Boguchwała;Burmistrz Boguchwały;KĄKOL Wiesław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA BOGUCHWAŁA
220303;gm. Człuchów;Wójt Gminy Człuchów;KILKIEWICZ Jan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
181706;gm. Tyrawa Wołoska;Wójt Gminy Tyrawa Wołoska;CHOWANIEC Jan Bogdan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINA PRZYJAZNA MIESZKAŃCOM
121402;gm. Koszyce;Wójt Gminy Koszyce;RYBAK Stanisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KOSZYCE 2023
121902;gm. Gdów;Wójt Gminy Gdów;WOJAS Zbigniew;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „RAZEM DLA MIESZKAŃCÓW”
240605;gm. Opatów;Wójt Gminy Opatów;ŁACNY Witold;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
141702;m. Otwock;Prezydent Miasta Otwocka;BOGUSZ Przemysław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZEMYSŁAWA BOGUSZA PRZYJAZNY OTWOCK
140602;gm. Błędów;Wójt Gminy Błędów;JAKUBCZAK Mirosław Franciszek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JEDNOŚĆ I ROZWÓJ
020303;gm. Jerzmanowa;Wójt Gminy Jerzmanowa;ZWOLIŃSKI Paweł Tadeusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PAWŁA ZWOLIŃSKIEGO
041202;gm. Brzuze;Wójt Gminy Brzuze;MANELSKI Piotr;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
120909;gm. Wiśniowa;Wójt Gminy Wiśniowa;KASPRZYCKA Stanisława Marzena;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
061504;gm. Kąkolewnica;Wójt Gminy Kąkolewnica;MAZUREK Karol Filip;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
066301;m. Lublin;Prezydent Miasta Lublin;ŻUK Krzysztof Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KRZYSZTOF ŻUK
281101;gm. Janowiec Kościelny;Wójt Gminy Janowiec Kościelny;MRÓZ Renata Katarzyna;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
120204;gm. Dębno;Wójt Gminy Dębno;GURGUL Tomasz Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW INICJATYWA SAMORZĄDOWA
061101;m. Łuków;Burmistrz Miasta Łuków;NURZYŃSKI Maciej Łukasz;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY PRZYMIERZE DLA ZIEMI ŁUKOWSKIEJ
300909;gm. Olszówka;Wójt Gminy Olszówka;FRASZCZYK Włodzimierz Michał;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINY OLSZÓWKA
240103;m. Wojkowice;Burmistrz Miasta Wojkowice;SZCZERBA Tomasz Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW TOMASZA SZCZERBY
182105;gm. Solina;Wójt Gminy Solina;KRUPA Janusz Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZEJRZYSTA GMINA SOLINA
141503;gm. Czerwin;Wójt Gminy Czerwin;DŁUGOKĘCKI Grzegorz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GRZEGORZA DŁUGOKĘCKIEGO
280106;gm. Sępopol;Burmistrz Sępopola;WOŁOSIUK Irena;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
302308;gm. Zagórów;Burmistrz Gminy Zagórów;GRZESZCZAK Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ANDRZEJA GRZESZCZAKA LEPSZA PRZYSZŁOŚĆ
180401;m. Jarosław;Burmistrz Miasta Jarosławia;PALUCH Waldemar Krzysztof;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PONADPARTYJNA KOALICJA WALDEMARA PALUCHA
080601;gm. Dobiegniew;Burmistrz Dobiegniewa;PAWLAK Grzegorz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
280704;gm. Kisielice;Burmistrz Kisielic;WIĘCEK Janusz Stefan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINA WSPÓLNE DOBRO
281501;m. Ostróda;Burmistrz Miasta Ostróda;WIŚNIEWSKA Kinga Ewa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RZECZ JASNA OSTRÓDA
020904;gm. Kunice;Wójt Gminy Kunice;MIKULICZ Maciej Krzysztof;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MACIEJA MIKULICZA
140305;gm. Górzno;Wójt Gminy Górzno;SABAK Waldemar;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
142706;gm. Szczutowo;Wójt Gminy Szczutowo;TWARDOWSKI Andrzej Zbigniew;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI I SAMORZĄDNI
100406;gm. Piątek;Wójt Gminy Piątek;LISIECKI Krzysztof Marian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA LISIECKIEGO
100907;gm. Strzelce Wielkie;Wójt Gminy Strzelce Wielkie;RABENDA Bartosz Adam;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „RAZEM DLA GMINY”
143305;gm. Łochów;Burmistrz Łochowa;SUCHENEK Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNA DROGA WWE 2018
142603;gm. Kotuń;Wójt Gminy Kotuń;GADOMSKI Leszek Andrzej;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
181505;gm. Wielopole Skrzyńskie;Wójt Gminy Wielopole Skrzyńskie;BĘBEN Arkadiusz Rafał;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY SAMORZĄD I GOSPODARKA
240202;gm. Bestwina;Wójt Gminy Bestwina;BENIOWSKI Artur Rafał;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA I POSTĘP
220303;gm. Człuchów;Wójt Gminy Człuchów;KUBALEWSKI Arkadiusz Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SPOŁECZNE PRZYMIERZE SAMORZĄDOWE
142406;gm. Winnica;Wójt Gminy Winnica;WRÓBLEWSKI Robert Artur;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
220303;gm. Człuchów;Wójt Gminy Człuchów;GIBCZYŃSKI Paweł Jacek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PAWŁA GIBCZYŃSKIEGO
120703;gm. Dobra;Wójt Gminy Dobra;BIEL Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PAWŁA BIELA
022403;gm. Kamieniec Ząbkowicki;Wójt Gminy Kamieniec Ząbkowicki;CZERNIEC Marcin Bartłomiej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRAWORZĄDNI DLA GMINY KAMIENIEC ZĄBKOWICKI
080906;gm. Sulechów;Burmistrz Sulechowa;SOŁTYS Wojciech Kajetan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WOJCIECHA SOŁTYSA
181206;gm. Rudnik nad Sanem;Burmistrz Gminy i Miasta Rudnik nad Sanem;GROCHOWSKI Waldemar;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW TWÓJ SAMORZĄD
101707;gm. Pątnów;Wójt Gminy Pątnów;KLIMAS Jarosław;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
101707;gm. Pątnów;Wójt Gminy Pątnów;KACAŁA Krzysztof;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
141215;m. Sulejówek;Burmistrz Miasta Sulejówek;ŚLIWA Arkadiusz Bogdan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
260107;gm. Tuczępy;Wójt Gminy Tuczępy;KACZMAREK Marek;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY STOWARZYSZENIE „TOWARZYSTWO PRZYJACIÓŁ GMINY TUCZĘPY”
260107;gm. Tuczępy;Wójt Gminy Tuczępy;KAŃSKI Artur Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ARTURA KAŃSKIEGO-MASZ WYBÓR
260605;gm. Ożarów;Burmistrz Ożarowa;MAJCHER Marcin Zbigniew;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA OŻARÓW
260605;gm. Ożarów;Burmistrz Ożarowa;KWIECIŃSKI Zenon;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ZENONA KWIECIŃSKIEGO
120610;gm. Skała;Burmistrz Miasta i Gminy Skała;NIEMIEC Jolanta Stefania;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
120610;gm. Skała;Burmistrz Miasta i Gminy Skała;DURŁAK Tadeusz;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
301105;gm. Śmigiel;Burmistrz Śmigla;KOPIENKA Karol;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KAROLA KOPIENKI
140707;gm. Sieciechów;Wójt Gminy Sieciechów;BOGUCKI Jacek Krzysztof;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JACKA BOGUCKIEGO
140707;gm. Sieciechów;Wójt Gminy Sieciechów;SUJKOWSKA Teresa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW TERESY SUJKOWSKIEJ
180507;gm. Nowy Żmigród;Wójt Gminy Nowy Żmigród;BAKUTA Edward;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE PONAD PODZIAŁAMI
060507;gm. Potok Wielki;Wójt Gminy Potok Wielki;NOSAL Leszek Jan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
180402;m. Radymno;Burmistrz Miasta Radymna;PIZIURNY Mieczysław Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ODNÓWMY RADYMNO
280304;gm. Lidzbark;Burmistrz Lidzbarka;DUDANIEC Tomasz Maciej;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
