"Lp";"Data";"Gdzie";"PanstwoMiasto";"Posel";"Klub";"NrWnioski";"Ktransp";"Kdiet";"Khoteli";"Kdojazdow";"Ubezp";"WydatkFundusz";"RozniceKurs";"Zaliczki";"Klacznie";"PoCo";"Coords";"Dist";"Kmlline"
494;"10-15.10.2013";"CHORWACJA Dubrownik";"CHORWACJA, Dubrownik";"Dariusz Seliga";"PiS";"263/13";3780;591,66;1237,03;0;0;0;-0,84;0;5609,53;"ZP NATO  Doroczna sesja";"42.6506606 18.0944238 0";1087.1;"<LineString><coordinates>18.0944238,42.6506606 21.028075,52.225208</coordinates></LineString>"
494;"10-15.10.2013";"CHORWACJA Dubrownik";"CHORWACJA, Dubrownik";"Paweł Suski";"PO";"263/13";3290;1121,04;2376,62;0;0;0;-6,66;0;6794,32;"ZP NATO  Doroczna sesja";"42.6506606 18.0944238 0";1087.1;"<LineString><coordinates>18.0944238,42.6506606 21.028075,52.225208</coordinates></LineString>"
494;"10-15.10.2013";"CHORWACJA Dubrownik";"CHORWACJA, Dubrownik";"Zbyszek Zaborowski";"SLD";"263/13";3290;1385,73;3283,21;0;0;0;0;0;7958,94;"ZP NATO  Doroczna sesja";"42.6506606 18.0944238 0";1087.1;"<LineString><coordinates>18.0944238,42.6506606 21.028075,52.225208</coordinates></LineString>"
494;"10-15.10.2013";"CHORWACJA Dubrownik";"CHORWACJA, Dubrownik";"Witold Waszczykowski";"PiS";"263/13";2453,51;1069,14;2474,06;0;0;0;-30,03;0;6026,74;"ZP NATO  Doroczna sesja";"42.6506606 18.0944238 0";1087.1;"<LineString><coordinates>18.0944238,42.6506606 21.028075,52.225208</coordinates></LineString>"
495;"11-14.10.2013";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Joanna Fabisiak";"PO";"264/13";2205,87;438,84;1459,65;0;0;0;-15,05;0;4119,41;"LPG Uroczystości jubileuszowe z okazji 60-lecia Polskiej Macierzy Szkolnej Zagranicą";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
495;"11-14.10.2013";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Ligia Krajewska";"PO";"264/13";2204,34;438,89;699,83;0;0;0;-29,41;0;3372,47;"LPG Uroczystości jubileuszowe z okazji 60-lecia Polskiej Macierzy Szkolnej Zagranicą";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
496;"12-15.10.2013";"HOLANDIA Haga";"HOLANDIA, Haga";"Wanda Nowicka";"niez.";"272/13";0;308,01;0;0;0;0;0;0;308,01;"Na zaproszenie Women's Initiatives for Gender Justice";"52.0704978 4.3006999 0";1139.1;"<LineString><coordinates>4.3006999,52.0704978 21.028075,52.225208</coordinates></LineString>"
497;"12-16.10.2013";"CZARNOGÓRA Budwa";"CZARNOGÓRA, Budwa";"Barbara Bartuś";"PiS";"265/13";4283,13;978,61;2936,67;0;0;0;0;0;8198,41;"ZP OBWE  Jesienna sesja";"42.288056 18.8425 0";1117.2;"<LineString><coordinates>18.8425,42.288056 21.028075,52.225208</coordinates></LineString>"
497;"12-16.10.2013";"CZARNOGÓRA Budwa";"CZARNOGÓRA, Budwa";"Andrzej Dera";"SP";"265/13";4797,63;978,6;2936,68;0;0;0;0;0;8712,91;"ZP OBWE  Jesienna sesja";"42.288056 18.8425 0";1117.2;"<LineString><coordinates>18.8425,42.288056 21.028075,52.225208</coordinates></LineString>"
497;"12-16.10.2013";"CZARNOGÓRA Budwa";"CZARNOGÓRA, Budwa";"Tomasz Garbowski";"SLD";"265/13";4195,58;978,61;2936,67;0;0;0;0;0;8110,86;"ZP OBWE  Jesienna sesja";"42.288056 18.8425 0";1117.2;"<LineString><coordinates>18.8425,42.288056 21.028075,52.225208</coordinates></LineString>"
497;"12-16.10.2013";"CZARNOGÓRA Budwa";"CZARNOGÓRA, Budwa";"Łukasz Krupa";"TR";"265/13";4797,63;978,61;2936,67;0;0;0;0;0;8712,91;"ZP OBWE  Jesienna sesja";"42.288056 18.8425 0";1117.2;"<LineString><coordinates>18.8425,42.288056 21.028075,52.225208</coordinates></LineString>"
497;"12-16.10.2013";"CZARNOGÓRA Budwa";"CZARNOGÓRA, Budwa";"Henryk Smolarz";"PSL";"265/13";4283,13;978,61;2936,67;0;0;0;0;0;8198,41;"ZP OBWE  Jesienna sesja";"42.288056 18.8425 0";1117.2;"<LineString><coordinates>18.8425,42.288056 21.028075,52.225208</coordinates></LineString>"
498;"13-15.10.2013";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Robert Biedroń";"TR";"261/13";0;0;0;0;0;0;0;0;0;"ZPRE  Seminarium nt. Roli parlamentów narodowych w implementacji wyroków Europejskiego Trybunału Praw Człowieka";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
499;"13-15.10.2013";"BELGIA Bruksela";"BELGIA, Bruksela";"Maciej Mroczek";"TR";"268/13";3099,6;408,49;1057,18;0;0;0;-2,98;0;4568,25;"15 Europejska Międzyparlamentarna Konferencja ds. Przestrzeni Kosmicznej";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
499;"13-15.10.2013";"BELGIA Bruksela";"BELGIA, Bruksela";"Bogusław Wontor";"SLD";"268/13";3099,6;408,49;1057,18;0;0;0;-2,98;0;4568,25;"15 Europejska Międzyparlamentarna Konferencja ds. Przestrzeni Kosmicznej";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
500;"14-15.10.2013";"HOLANDIA Haga";"HOLANDIA, Haga";"Witold Waszczykowski";"PiS";"271/13";4023,29;438,42;550,41;0;0;0;0;0;5012,12;"SZA Rozmowy na temat wsparcia Holandii dla procesu ratyfikacji umowy stowarzyszeniowej Ukrainy z UE";"52.0704978 4.3006999 0";1139.1;"<LineString><coordinates>4.3006999,52.0704978 21.028075,52.225208</coordinates></LineString>"
500;"14-15.10.2013";"HOLANDIA Haga";"HOLANDIA, Haga";"Agnieszka Pomaska";"PO";"271/13";3220,93;185,23;0;0;0;0;0;0;3406,16;"SZA Rozmowy na temat wsparcia Holandii dla procesu ratyfikacji umowy stowarzyszeniowej Ukrainy z UE";"52.0704978 4.3006999 0";1139.1;"<LineString><coordinates>4.3006999,52.0704978 21.028075,52.225208</coordinates></LineString>"
500;"14-15.10.2013";"HOLANDIA Haga";"HOLANDIA, Haga";"Robert Tyszkiewicz";"PO";"271/13";3707,63;185,23;0;0;0;0;0;0;3892,86;"SZA Rozmowy na temat wsparcia Holandii dla procesu ratyfikacji umowy stowarzyszeniowej Ukrainy z UE";"52.0704978 4.3006999 0";1139.1;"<LineString><coordinates>4.3006999,52.0704978 21.028075,52.225208</coordinates></LineString>"
501;"14-18.10.2013";"GRUZJA Tbilisi";"GRUZJA, Tbilisi";"Małgorzata Gosiewska";"PiS";"270/13";2646,95;918,59;929,64;0;0;3092,96;-31,52;0;7619,66;"Obserwacja kampanii wyborczej przed wyborami prezydenckimi w Gruzji";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
501;"14-18.10.2013";"GRUZJA Tbilisi";"GRUZJA, Tbilisi";"Elżbieta Radziszewska";"PO";"270/13";2646,95;918,59;929,64;0;0;0;-33,02;0;4528,2;"Obserwacja kampanii wyborczej przed wyborami prezydenckimi w Gruzji";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
502;"15-19.10.2013";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Urszula Augustyn";"PO";"266/13";2948,71;867,54;0;0;0;0;-64,73;0;3880,98;"PSR  Wizyta studyjna dotycząca aktywizacji zawodowej osób niepełnosprawnych";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
502;"15-19.10.2013";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Izabela Katarzyna Mrzygłocka";"PO";"266/13";2948,71;867,54;0;0;0;0;-64,73;0;3880,98;"PSR  Wizyta studyjna dotycząca aktywizacji zawodowej osób niepełnosprawnych";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
502;"15-19.10.2013";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Sławomir Jan Piechota";"PO";"266/13";2948,71;867,54;0;0;0;0;-64,73;0;3880,98;"PSR  Wizyta studyjna dotycząca aktywizacji zawodowej osób niepełnosprawnych";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
502;"15-19.10.2013";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Marek Plura";"PO";"266/13";2948,71;867,54;0;0;0;0;-64,73;0;3880,98;"PSR  Wizyta studyjna dotycząca aktywizacji zawodowej osób niepełnosprawnych";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
503;"15-22.10.2013";"REPUBLIKA POŁUDNIOWEJ AFRYKI Johannesburg, Kapsztad ZAMBIA Lusaka";"REPUBLIKA POŁUDNIOWEJ AFRYKI, Johannesburg";"Killion Munyama";"PO";"273/13";14440,81;949,66;4753,72;0;0;0;-10,85;0;20155,04;"W składzie delegacji z Prezesem Rady Ministrów";"-26.2041028 28.0473051 0";8748.6;"<LineString><coordinates>28.0473051,-26.2041028 21.028075,52.225208</coordinates></LineString>"
503;"15-22.10.2013";"REPUBLIKA POŁUDNIOWEJ AFRYKI Johannesburg, Kapsztad ZAMBIA Lusaka";"REPUBLIKA POŁUDNIOWEJ AFRYKI, Johannesburg";"Leszek Jastrzębski";"PO";"273/13";15430,19;572,53;2136,41;0;0;0;-12,11;0;18151,24;"W składzie delegacji z Prezesem Rady Ministrów";"-26.2041028 28.0473051 0";8748.6;"<LineString><coordinates>28.0473051,-26.2041028 21.028075,52.225208</coordinates></LineString>"
503;"15-22.10.2013";"REPUBLIKA POŁUDNIOWEJ AFRYKI Johannesburg, Kapsztad ZAMBIA Lusaka";"REPUBLIKA POŁUDNIOWEJ AFRYKI, Johannesburg";"Renata Butryn";"PO";"273/13";23625,26;328,32;932,7;0;0;0;-21,24;0;24907,52;"W składzie delegacji z Prezesem Rady Ministrów";"-26.2041028 28.0473051 0";8748.6;"<LineString><coordinates>28.0473051,-26.2041028 21.028075,52.225208</coordinates></LineString>"
504;"16-18.10.2013";"LITWA: Wilno";"LITWA, Wilno";"Andrzej Gałażewski";"PO";"269/13";3206,55;327,09;1057,18;0;0;0;-0,9;0;4591,72;"UE Międzyparlamentarna konferencja na temat zarządzania gospodarczego i finansowego w Unii Europejskiej";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
504;"16-18.10.2013";"LITWA: Wilno";"LITWA, Wilno";"Adam Rogacki";"PiS";"269/13";1646,36;396,86;1057,18;0;0;0;-0,88;0;3101,28;"UE Międzyparlamentarna konferencja na temat zarządzania gospodarczego i finansowego w Unii Europejskiej";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
504;"16-18.10.2013";"LITWA: Wilno";"LITWA, Wilno";"Dariusz Rosati";"PO";"269/13";2371,14;327,09;1057,18;0;0;0;-0,89;0;3756,3;"UE Międzyparlamentarna konferencja na temat zarządzania gospodarczego i finansowego w Unii Europejskiej";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
505;"16-18.10.2013";"ALBANIA Tirana MACEDONIA Skopje";"ALBANIA, Tirana";"Jerzy Wenderlich";"SLD";"275/13";3642,98;197,11;375,87;0;0;0;0;0;4215,96;"Wizyta na zaproszenie wiceprzewodniczącej Zgromadzenia Republiki Macedonii oraz parlamentu Albanii";"41.3275459 19.8186982 0";1215.3;"<LineString><coordinates>19.8186982,41.3275459 21.028075,52.225208</coordinates></LineString>"
506;"18-19.10.2013";"NIEMCY: Monachium";"NIEMCY, Monachium";"Jan Dziedziczak";"PiS";"276/13";3308,34;318,65;0;0;0;0;-5,01;0;3632;"LPG Wizyta w Szkolnym Punkcie Konsultacyjnym przy Konsulacie Generalnym w Monachium";"48.1351253 11.5819806 0";811.0;"<LineString><coordinates>11.5819806,48.1351253 21.028075,52.225208</coordinates></LineString>"
507;"21.10.2013";"DANIA: Kopenhaga";"DANIA, Kopenhaga";"Andrzej Gałażewski";"PO";"277/13";2903,79;281,19;0;0;0;0;0;0;3184,98;"SUE  Debata pod tytułem 'Swobodny przepływ i krajowe systemy opieki społecznej'. Na zaproszenie przewodniczącej Komisji do Spraw Europejskich duńskiego parlamentu";"55.6760968 12.5683371 0";672.9;"<LineString><coordinates>12.5683371,55.6760968 21.028075,52.225208</coordinates></LineString>"
508;"22-23.10.2013";"NIEMCY: Berlin";"NIEMCY, Berlin";"Marek Krząkała";"PO";"278/13";0;0;0;0;0;0;-8,6;0;8,6;"Polsko-niemieckie seminarium dotyczące polityki bezpieczeństwa";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
509;"24-26.10.2013";"CHORWACJA Zagrzeb";"CHORWACJA, Zagrzeb";"Wanda Nowicka";"niez.";"279/13";0;180,82;0;0;0;0;0;0;180,82;"Doroczna konferencja ILGA - Europe pt.'Sprawy rodzin! Wychodząc naprzeciw sercom i umysłom'";"45.8150108 15.981919 0";801.8;"<LineString><coordinates>15.981919,45.8150108 21.028075,52.225208</coordinates></LineString>"
510;"24-29.10.2013";"GRUZJA Tbilisi, Gori, Dusheti";"GRUZJA, Tbilisi";"Barbara Bartuś";"PiS";"280/13";3666,68;1392,83;4948,92;0;0;420,68;-15,55;0;10444,66;"ZP OBWE  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
510;"24-29.10.2013";"GRUZJA Tbilisi, Gori, Dusheti";"GRUZJA, Tbilisi";"Andrzej Dera";"SP";"280/13";2642,6;1181,77;4985,95;0;0;588,95;-10,49;0;9409,76;"ZP OBWE  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
510;"24-29.10.2013";"GRUZJA Tbilisi, Gori, Dusheti";"GRUZJA, Tbilisi";"Andrzej Jaworski";"PiS";"280/13";3666,68;1392,83;4889,38;0;0;588,95;-6,22;0;10544,06;"ZP OBWE  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
510;"24-29.10.2013";"GRUZJA Tbilisi, Gori, Dusheti";"GRUZJA, Tbilisi";"Joanna Kluzik-Rostkowska";"PO";"280/13";2642,6;1181,77;5168,19;0;0;757,22;-2,32;0;9752,1;"ZP OBWE  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
510;"24-29.10.2013";"GRUZJA Tbilisi, Gori, Dusheti";"GRUZJA, Tbilisi";"Grzegorz Schreiber";"PiS";"280/13";3666,68;1392,83;5042,44;0;0;821,21;-1;0;10924,16;"ZP OBWE  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
510;"24-29.10.2013";"GRUZJA Tbilisi, Gori, Dusheti";"GRUZJA, Tbilisi";"Henryk Smolarz";"PSL";"280/13";3666,68;1392,83;4961,77;0;0;420,68;0,34;0;10441,62;"ZP OBWE  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
511;"24-29.10.2013";"GRUZJA Tbilisi";"GRUZJA, Tbilisi";"Paweł Arndt";"PO";"281/13";2641,23;1186,13;3508,03;0;0;295,56;-5,3;0;7636,25;"ZP NATO  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
511;"24-29.10.2013";"GRUZJA Tbilisi";"GRUZJA, Tbilisi";"Anna Fotyga";"PiS";"281/13";2641,23;1186,12;3464,26;0;0;844,46;-6,42;0;8142,49;"ZP NATO  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
511;"24-29.10.2013";"GRUZJA Tbilisi";"GRUZJA, Tbilisi";"Cezary Tomczyk";"PO";"281/13";2641,23;1186,13;3508,03;0;0;506,68;-5,14;0;7847,21;"ZP NATO  Obserwacja wyborów prezydenckich";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Małgorzata Gosiewska";"PiS";"288/13";2641,89;1185,62;738,59;0;0;0;-46,72;0;4612,82;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Brygida Kolenda-Łabuś";"PO";"288/13";2642,59;1185,62;1589,86;0;0;1516,8;-58,73;0;6993,6;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Iwona Kozłowska";"PO";"288/13";2642,59;1185,62;1589,86;0;0;1608,69;-38;0;7064,76;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Tomasz Makowski";"TR";"288/13";2642,59;1185,62;1536,47;0;0;2036,94;-39,03;0;7440,65;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Arkadiusz Mularczyk";"SP";"288/13";2642,59;1185,62;1524,7;0;0;1782,87;-38,44;0;7174,22;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Cezary Olejniczak";"SLD";"288/13";2642,59;1185,62;1524,69;0;0;1801,18;-46,58;0;7200,66;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Anna Paluch";"PiS";"288/13";2642,59;1185,62;1527,27;0;0;1760,79;-44,76;0;7161,03;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Elżbieta Radziszewska";"PO";"288/13";2642,59;1185,62;1382,85;0;0;1533,77;-45,7;0;6790,53;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Piotr Van der Coghen";"PO";"288/13";2642,59;1185,62;1586,57;0;0;1515,41;-38,84;0;6969,03;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
512;"24-29.10.2013";"GRUZJA Tbilisi, Kutaisi";"GRUZJA, Tbilisi";"Zbigniew Włodkowski";"PSL";"288/13";2642,59;1185,62;1536,47;0;0;1871,54;-51,04;0;7287,26;"Obserwacja wyborów prezydenckich - misja obserwacyjna Sejmu RP";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
513;"26-29.10.2013";"LITWA: Wilno";"LITWA, Wilno";"Andrzej Gałażewski";"PO";"282/13";2455,14;540,73;1577,55;0;0;0;0;0;4573,42;"SUE  Spotkanie państw regionu Morza Bałtyckiego oraz 50 posiedzenie plenarne COSAC";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
513;"26-29.10.2013";"LITWA: Wilno";"LITWA, Wilno";"Witold Klepacz";"TR";"282/13";2361,31;296,71;1051,7;0;0;0;0;0;3709,72;"SUE  Spotkanie państw regionu Morza Bałtyckiego oraz 50 posiedzenie plenarne COSAC";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
513;"26-29.10.2013";"LITWA: Wilno";"LITWA, Wilno";"Andrzej Sztorc";"PSL";"282/13";2361,31;296,71;1051,7;0;0;0;0;0;3709,72;"SUE  Spotkanie państw regionu Morza Bałtyckiego oraz 50 posiedzenie plenarne COSAC";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
513;"26-29.10.2013";"LITWA: Wilno";"LITWA, Wilno";"Agnieszka Pomaska";"PO";"282/13";3031,23;315,85;1051,7;0;0;0;0;0;4398,78;"SUE  Spotkanie państw regionu Morza Bałtyckiego oraz 50 posiedzenie plenarne COSAC";"54.6871555 25.2796514 0";392.6;"<LineString><coordinates>25.2796514,54.6871555 21.028075,52.225208</coordinates></LineString>"
514;"26.10- 1.11.2013";"JAPONIA Tokio, Kioto";"JAPONIA, Tokio";"Marek Opioła";"PiS";"284/13";14857,63;1826,48;5173,98;0;0;0;0;0;21858,09;"ZP NATO  Podkomisja Komisji Obrony i Bezpieczeństwa";"35.6894875 139.6917064 0";8579.0;"<LineString><coordinates>139.6917064,35.6894875 21.028075,52.225208</coordinates></LineString>"
514;"26.10- 1.11.2013";"JAPONIA Tokio, Kioto";"JAPONIA, Tokio";"Zbyszek Zaborowski";"SLD";"284/13";14912,51;1826,48;0;0;0;0;0;0;16738,99;"ZP NATO  Podkomisja Komisji Obrony i Bezpieczeństwa";"35.6894875 139.6917064 0";8579.0;"<LineString><coordinates>139.6917064,35.6894875 21.028075,52.225208</coordinates></LineString>"
515;"29.10- 1.11.2013";"SENEGAL Dakar";"SENEGAL Dakar";"Tadeusz Iwiński";"SLD";"285/13";7392,1;682,45;871,53;0;0;0;-8;0;8954,08;"Seminarium AWEPA (Stowarzyszenie Europejskich Parlamentarzystów na rzecz Afryki)";"14.7645042 -17.3660286 0";5367.4;"<LineString><coordinates>-17.3660286,14.7645042 21.028075,52.225208</coordinates></LineString>"
516;"29.10- 6.11.2013";"AUSTRALIA Melbourne, Sydney, Canberra";"AUSTRALIA, Melbourne";"Jan Dziedziczak";"PiS";"289/13";14188,31;909,35;0;0;0;0;0;0;15097,66;"LPG Wizytacja ośrodków polonijnych i duszpasterskich- wyjazd na zaproszenie przedstawicieli Polonii.";"-37.814107 144.96328 0";15458.2;"<LineString><coordinates>144.96328,-37.814107 21.028075,52.225208</coordinates></LineString>"
517;"30.10- 4.11.2013";"AZERBEJDŻAN Baku";"AZERBEJDŻAN, Baku";"Andrzej Jaworski";"PiS";"286/13";0;396,94;0;0;0;0;0;0;396,94;"Międzynarodowe Forum Humanistyczne, na zaproszenie Ministra Spraw Zagranicznych Azerbejdżanu";"40.4092617 49.8670924 0";2550.2;"<LineString><coordinates>49.8670924,40.4092617 21.028075,52.225208</coordinates></LineString>"
